file_path,ndcg_mean,mrr_mean,kendall_tau_distance_mean
./result/ranklib/helix/helix_MART_result.csv,0.8901195368209581,0.3755200178072517,0.19780069147566565
./result/ranklib/helix/helix_RankNet_result.csv,0.7440994992022099,0.18047358357120555,0.39943240839693206
./result/ranklib/helix/helix_RankBoost_result.csv,0.7849659295994768,0.21419489459226626,0.3343628446518787
./result/ranklib/helix/helix_AdaRank_result.csv,0.6852873204907852,0.16785970929620167,0.450095983132416
./result/ranklib/helix/helix_Coordinate_Ascent_result.csv,0.7512509296614998,0.1760018350443882,0.3696388347562154
./result/ranklib/helix/helix_LambdaMART_result.csv,0.8653047327447296,0.33667127789468215,0.242675281621347
./result/ranklib/helix/helix_ListNet_result.csv,0.8192681553467979,0.2872680510978383,0.23671535009561948
./result/ranklib/helix/helix_Random_Forests_result.csv,0.8882838326868261,0.3398007429922323,0.20427433547172752
./result/xgboost/helix/helix_xgboost_result.csv,0.8144588263962146,0.28715253422700227,0.2570179636956185
./result/bayesian_network/helix/helix_bayesian_network_result.csv,0.7990827415002304,0.24983904983904973,0.2872703213081346
./result/fifo/helix_FIFO_result.csv,0.7425787313707909,0.17972196244195984,0.4682335592707286
./result/small_size_first/helix_small_size_first_result.csv,0.7212517446944728,0.12195886112537087,0.4134288825972164
