pr_number,priorities_number,author_identity,has_labels,mergable_state,has_assignees_content,is_weekday,comment_num,review_comment_num,commit_num,file_changed_num,total_add_line,total_delete_line,label_count,workload,pre_prs,change_num,accept_num,close_num,review_num,participants_count,title_words,body_words,has_bug,has_document,has_feature,has_improve,has_refactor
2,2,1,0,2,0,1,2,2,0,0,0,0,1,4,3,3,3,3,1,2,2,4,0,0,0,0,0
3,0,1,0,2,0,1,3,2,3,1,1,4,1,4,3,2,2,3,1,2,4,2,0,0,0,0,0
4,2,1,0,2,0,1,2,2,0,0,0,1,1,4,3,3,3,3,1,4,4,3,0,0,0,0,0
6,2,1,0,2,0,1,3,2,1,0,0,1,1,4,3,3,3,3,1,2,2,0,1,0,0,0,0
9,3,1,0,2,0,0,3,2,0,0,0,1,1,4,3,1,2,3,1,4,4,4,0,0,0,0,0
10,4,1,0,2,0,0,4,2,0,0,0,1,1,4,2,1,2,3,1,4,4,4,0,0,0,0,0
14,1,0,0,2,0,0,0,2,0,0,0,3,1,4,3,3,3,3,1,0,4,1,0,0,1,0,0
15,2,1,0,2,0,1,4,2,0,0,0,0,1,4,3,3,3,3,1,4,4,2,0,0,0,0,0
16,4,1,0,2,0,1,4,2,3,2,1,2,1,4,3,3,3,3,1,4,4,3,0,0,0,0,0
17,1,1,0,2,0,1,1,2,0,0,0,1,1,4,2,2,2,2,1,1,4,3,0,0,0,0,0
19,2,1,0,2,0,1,4,2,0,0,0,0,1,4,3,1,2,3,1,4,3,2,0,0,0,0,0
22,3,1,0,2,0,0,3,2,2,2,2,1,1,4,3,3,3,3,1,2,2,2,0,0,0,0,1
23,2,1,0,2,0,0,0,2,0,0,0,0,1,4,2,2,2,2,1,0,4,3,0,0,0,0,0
24,1,2,0,2,0,1,2,2,1,0,1,1,1,4,3,3,3,3,1,1,4,4,0,0,0,0,0
25,3,1,0,2,0,1,2,2,1,0,0,0,1,4,2,1,2,2,1,1,4,3,0,0,0,0,0
26,2,1,0,2,0,1,2,2,0,0,0,0,1,4,2,1,2,2,1,1,4,3,0,1,0,0,0
27,1,2,0,2,0,1,1,2,1,0,1,1,1,4,3,3,3,3,1,0,3,4,0,0,0,0,0
28,0,1,0,2,0,1,0,2,1,0,1,0,1,4,3,3,3,3,1,0,4,1,0,0,0,0,0
29,2,0,0,2,0,1,2,2,1,0,0,0,1,4,3,2,2,3,1,1,4,1,0,0,0,0,0
30,2,1,0,2,0,1,2,2,1,0,0,0,1,4,2,1,2,2,1,1,0,1,0,0,1,0,0
31,2,1,0,2,0,0,3,2,3,2,3,2,1,4,2,1,2,2,1,2,4,2,1,0,0,0,0
33,3,0,0,2,0,1,3,2,3,2,3,3,1,4,3,3,3,3,1,2,3,2,0,0,0,0,0
34,2,1,0,2,0,1,1,2,0,0,0,1,1,4,3,3,3,3,1,1,4,3,0,0,0,0,0
39,0,2,0,2,0,1,0,2,1,0,0,4,1,4,3,3,3,3,1,0,4,1,0,0,0,0,0
40,3,0,0,2,0,1,4,2,1,2,1,1,1,4,3,3,3,3,1,4,4,4,0,0,0,1,0
42,2,0,0,2,0,1,2,2,0,0,0,1,1,4,3,3,3,3,1,2,1,3,0,0,0,0,0
43,3,1,0,2,0,1,1,2,1,0,0,2,1,4,2,2,2,2,1,2,3,3,0,0,0,0,0
47,2,0,0,2,0,1,0,2,0,0,0,1,1,4,3,3,3,3,1,0,4,1,0,1,0,0,0
48,4,1,0,2,0,0,4,2,1,0,0,4,1,4,2,2,2,2,1,4,4,4,0,0,0,0,0
49,4,0,0,2,0,0,3,2,3,1,3,3,1,4,3,3,3,3,1,2,2,4,0,1,0,0,0
52,2,2,0,2,0,1,1,2,3,2,3,4,1,4,3,3,3,3,1,0,4,4,0,0,0,0,0
53,3,1,0,2,0,1,3,2,3,1,1,3,1,4,3,3,3,3,1,2,0,4,0,0,0,0,0
54,2,1,0,2,0,1,2,2,1,0,0,1,1,4,2,2,2,2,1,2,4,4,0,0,0,0,0
55,3,1,0,2,0,1,2,2,3,2,3,3,1,4,3,3,3,3,1,1,4,4,0,0,0,0,0
57,1,1,0,2,0,1,0,2,0,0,0,1,1,4,3,3,3,3,1,1,4,2,0,0,0,0,0
59,3,0,0,2,0,1,2,2,3,2,4,3,1,4,3,3,3,3,1,2,1,3,1,0,0,0,0
67,1,1,0,2,0,1,0,1,0,0,0,0,1,4,2,2,3,3,1,2,4,0,0,0,0,1,1
68,0,1,0,2,0,1,0,2,0,0,0,2,1,4,3,3,3,3,1,0,4,2,0,0,0,0,0
69,1,1,0,2,0,1,0,2,0,0,0,1,1,4,2,2,2,2,1,0,3,2,0,0,1,0,0
70,3,0,0,2,0,1,3,2,1,1,1,2,1,4,3,3,3,3,1,2,1,3,0,0,0,0,0
71,4,0,0,2,0,1,3,2,0,1,1,2,1,4,3,3,3,3,1,4,4,2,0,0,0,0,0
72,3,0,0,2,0,1,2,2,0,1,1,1,1,4,2,2,3,3,1,1,3,2,0,0,0,0,0
74,2,0,0,2,0,1,1,1,0,0,0,0,1,4,2,2,3,2,1,1,4,2,0,0,0,0,0
84,1,1,0,2,0,1,1,1,1,1,1,1,1,4,2,2,3,2,1,0,3,3,0,0,0,0,0
85,1,1,0,2,0,1,0,2,1,1,1,0,1,4,2,1,2,2,1,2,1,0,0,1,1,0,0
86,0,1,0,2,0,1,1,2,0,0,0,0,1,4,2,1,2,2,1,1,4,1,0,0,1,0,0
89,3,1,0,2,0,1,2,1,0,0,0,0,1,4,2,2,3,2,1,0,1,2,0,0,1,0,0
90,1,2,0,2,0,1,1,2,2,1,0,3,1,4,3,3,3,3,1,0,2,1,0,0,0,0,0
92,1,1,0,2,0,1,2,1,0,0,0,0,1,4,2,1,2,2,1,2,4,1,0,1,0,1,0
93,1,1,0,2,0,1,2,2,3,0,0,1,1,4,2,2,3,2,1,2,4,3,0,0,0,0,0
94,1,1,0,2,0,1,2,2,1,2,0,0,1,4,3,2,2,3,1,2,4,3,0,0,0,0,0
97,0,2,0,2,0,1,0,1,0,1,0,0,1,4,3,3,3,3,1,0,2,1,0,0,0,0,0
99,2,0,0,2,0,1,0,0,1,2,1,0,1,4,3,3,3,3,1,0,3,0,0,0,0,0,0
102,3,2,0,2,0,1,2,2,1,2,2,3,1,4,3,3,3,3,1,1,3,2,0,0,0,0,0
103,1,1,0,2,0,1,0,2,0,1,1,1,1,4,3,2,2,3,1,0,4,1,0,1,0,0,0
105,4,2,0,2,0,0,3,2,3,1,3,3,1,4,3,3,3,3,1,2,1,3,1,0,0,0,0
106,3,1,0,2,0,1,2,2,1,0,0,0,1,4,2,1,2,2,1,2,4,2,0,0,0,0,1
107,0,2,0,2,0,1,0,1,0,0,0,0,1,4,3,3,2,3,1,0,3,4,0,1,0,0,0
109,2,1,0,2,0,1,1,0,0,0,0,3,1,4,3,3,3,3,1,0,4,1,0,0,0,0,0
112,2,1,0,2,0,1,0,0,0,0,0,0,1,4,2,2,2,3,1,0,4,3,0,1,0,0,0
113,4,0,0,2,0,1,4,2,3,2,2,3,1,4,3,3,3,3,1,4,4,4,0,0,0,1,0
114,4,0,0,2,0,1,4,2,2,1,2,3,1,4,3,3,2,3,1,4,4,4,0,0,0,0,0
116,0,1,0,2,0,1,0,0,0,0,0,0,1,4,3,3,2,3,1,0,4,1,0,0,0,0,0
117,1,1,0,2,0,1,2,2,3,2,2,3,1,4,2,2,3,2,1,2,2,1,0,0,0,0,0
118,4,1,0,2,0,1,3,2,3,0,0,4,1,4,3,3,3,3,1,4,4,1,0,0,1,0,1
119,2,1,0,2,0,1,1,2,3,0,1,0,1,4,3,1,3,3,1,0,3,1,0,0,1,0,1
120,4,0,0,2,0,1,4,2,2,0,0,0,1,4,3,3,3,3,1,4,4,4,0,0,0,0,0
121,4,2,0,2,0,1,4,2,1,0,1,1,1,4,3,3,3,3,1,4,1,4,0,0,0,0,0
122,3,2,0,2,0,1,1,2,2,0,1,0,1,4,3,3,3,3,1,1,1,4,0,0,0,0,0
123,2,1,0,2,0,1,0,0,0,0,0,3,1,4,3,2,3,3,1,0,4,3,0,0,0,0,0
124,3,0,0,2,0,1,3,2,0,0,0,0,1,4,3,3,3,3,1,2,4,4,0,0,0,0,0
125,2,0,0,2,0,1,2,2,3,2,0,4,1,4,3,3,3,3,1,4,3,3,0,0,0,0,0
127,4,1,0,2,0,1,3,2,3,2,3,2,1,4,2,2,2,2,1,2,1,3,0,0,1,0,0
128,1,1,0,2,0,1,0,0,0,0,0,0,1,4,3,3,3,3,1,0,4,1,0,0,0,0,1
129,2,1,0,2,0,1,1,1,0,0,0,0,1,4,2,2,2,2,1,1,4,2,0,0,0,0,0
130,0,0,0,2,0,1,0,2,0,0,0,1,1,4,3,2,3,3,1,0,1,1,0,0,0,0,0
131,2,0,0,2,0,1,1,2,1,2,4,3,1,4,3,3,3,3,1,2,4,4,0,0,0,0,0
132,0,1,0,2,0,1,0,0,0,0,0,0,1,4,3,3,3,3,1,0,4,0,0,1,0,0,0
133,0,1,0,2,0,1,0,0,0,0,0,1,1,4,3,3,3,3,1,0,4,2,0,0,0,0,0
134,2,1,0,2,0,1,0,2,0,0,0,4,1,4,3,3,3,3,1,0,3,2,0,0,0,0,0
135,1,1,0,2,0,1,0,1,0,0,0,1,1,4,3,2,3,3,1,0,4,2,0,0,0,0,0
136,0,1,0,2,0,1,0,2,2,1,0,0,1,4,2,2,2,2,1,0,4,1,0,0,0,0,0
137,4,1,0,2,0,0,3,2,3,2,3,2,1,4,3,3,3,3,1,2,2,3,0,0,0,0,0
138,0,1,1,2,0,1,0,2,0,0,0,0,0,4,2,1,2,2,1,0,4,0,0,1,0,0,0
