pr_number,priorities_number,author_identity,has_labels,mergable_state,has_assignees_content,is_weekday,comment_num,review_comment_num,commit_num,file_changed_num,total_add_line,total_delete_line,label_count,workload,pre_prs,change_num,accept_num,close_num,review_num,participants_count,title_words,body_words,has_bug,has_document,has_feature,has_improve,has_refactor
1,3,0,0,0,0,1,2,1,1,1,1,1,0,4,4,4,4,3,1,3,2,4,0,0,0,0,0
2,0,0,0,0,0,1,2,1,1,0,1,1,0,4,3,3,3,3,1,1,2,1,0,0,0,0,0
3,1,1,0,0,1,1,2,0,0,0,0,1,0,4,4,4,4,3,1,3,3,4,0,0,0,0,0
4,0,0,0,0,0,1,2,0,0,1,0,0,0,4,3,3,3,3,1,1,4,4,0,0,0,0,0
5,4,1,0,0,0,1,2,1,0,0,0,0,0,4,3,1,3,3,1,3,4,4,0,0,0,0,0
6,2,1,0,0,0,0,2,1,0,0,0,0,0,4,3,0,3,3,1,3,3,4,0,0,0,0,0
7,4,1,0,0,0,1,2,1,0,0,0,0,0,4,2,0,2,2,1,3,3,4,0,0,0,0,0
8,1,0,0,0,0,1,2,1,0,0,0,0,0,4,2,2,2,2,1,1,4,4,0,0,0,0,0
11,4,0,1,0,0,0,2,1,1,2,4,3,0,4,4,4,4,3,1,3,1,0,0,0,0,0,0
12,4,0,1,0,0,0,2,1,1,2,2,1,0,4,3,4,3,3,1,3,1,0,0,0,0,1,0
13,4,0,1,0,0,0,2,1,1,2,3,2,0,4,3,3,3,3,1,3,1,0,1,0,0,0,0
19,2,0,0,0,0,1,1,1,1,2,3,4,0,4,4,4,4,3,1,1,0,4,0,0,0,0,0
20,0,0,0,0,0,1,1,1,1,0,1,3,0,4,4,4,4,3,1,1,3,3,0,0,0,0,0
21,1,0,0,0,0,1,1,1,1,0,0,4,0,4,3,3,3,3,1,1,3,3,0,0,0,0,0
31,3,0,0,0,0,1,1,1,1,2,4,3,0,4,4,4,4,3,1,1,1,3,0,0,0,0,0
32,2,0,0,0,0,1,1,1,1,2,2,4,0,4,4,4,4,3,1,1,0,0,0,0,0,0,0
34,3,0,0,0,0,1,1,1,1,2,2,1,0,4,4,4,4,3,1,1,0,2,0,0,0,0,0
36,3,0,0,0,0,1,1,1,1,2,3,2,0,3,4,4,4,3,1,1,0,4,0,0,0,0,0
38,4,0,0,0,0,1,2,1,1,2,4,3,0,4,4,4,4,3,1,3,2,0,0,0,0,0,0
40,3,0,0,0,0,1,1,1,1,2,3,4,0,4,4,4,4,3,1,1,2,1,0,0,0,0,0
45,0,0,0,0,0,1,0,0,1,1,2,1,0,4,3,4,3,3,1,0,0,1,0,1,0,0,0
49,2,0,0,0,0,1,0,1,1,2,2,4,0,4,4,4,4,3,1,0,2,4,0,0,0,0,0
50,3,0,0,0,0,1,1,1,1,2,2,2,0,4,3,3,3,3,1,1,1,3,0,0,0,0,0
55,4,0,0,0,0,1,2,1,1,1,3,2,0,4,2,1,2,2,1,1,2,3,0,0,0,0,0
57,3,0,0,0,0,1,1,1,1,2,3,2,0,4,4,4,4,3,0,0,2,1,0,0,0,0,0
59,1,0,0,0,0,1,0,1,1,2,2,2,0,4,2,3,2,3,1,0,0,4,0,0,0,0,0
62,3,0,0,0,0,1,1,1,1,1,2,1,0,4,3,4,3,3,1,1,2,1,0,0,0,0,0
63,3,0,0,0,0,1,0,1,1,2,3,2,0,3,4,4,4,3,1,0,3,2,0,0,0,0,0
64,2,0,0,0,0,1,0,1,1,1,2,1,0,3,3,3,3,3,1,0,2,0,0,0,0,0,0
66,2,0,0,0,0,1,2,1,1,1,1,1,0,2,3,2,3,3,1,1,0,2,0,0,0,0,0
70,3,0,0,0,0,1,1,1,1,2,3,2,0,4,4,4,4,3,1,1,0,3,0,0,0,0,0
71,0,0,0,0,0,1,0,1,1,0,0,0,0,3,4,4,4,3,1,1,3,0,0,0,1,0,1
77,2,0,0,0,0,1,1,1,1,2,2,2,0,4,4,4,4,3,1,1,4,4,0,0,0,0,0
