pr_number,priorities_number,author_identity,has_labels,mergable_state,has_assignees_content,is_weekday,comment_num,review_comment_num,commit_num,file_changed_num,total_add_line,total_delete_line,label_count,workload,pre_prs,change_num,accept_num,close_num,review_num,participants_count,title_words,body_words,has_bug,has_document,has_feature,has_improve,has_refactor
1,1,0,0,2,0,0,0,1,1,1,0,0,1,4,4,4,4,4,1,0,2,1,1,0,0,0,0
2,0,2,1,2,0,1,0,0,1,3,3,3,0,4,4,4,4,4,1,0,4,1,0,0,0,0,0
3,0,0,1,0,1,1,0,0,1,2,1,2,0,4,4,3,4,4,1,0,3,3,0,0,0,0,0
4,3,0,0,0,0,0,1,1,1,3,3,4,1,4,4,4,4,4,1,0,4,3,0,0,0,0,0
5,0,0,0,0,0,0,1,1,1,1,1,1,1,4,4,4,4,4,1,1,4,1,0,0,0,0,0
6,2,0,0,0,0,0,0,0,1,1,0,0,1,4,4,4,4,4,1,0,4,1,0,0,0,0,0
7,0,0,0,0,0,0,0,1,1,1,2,0,1,4,4,4,4,4,1,0,4,0,0,0,0,0,0
8,1,0,0,0,0,1,0,1,1,3,3,1,1,4,4,4,4,4,1,0,4,1,0,0,0,0,0
9,2,1,0,0,0,1,1,1,0,1,1,1,1,4,4,4,4,4,0,0,4,2,0,0,0,0,0
10,1,1,0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,1,0,4,3,0,0,0,0,0
11,1,1,0,0,0,1,0,1,1,3,4,3,1,4,4,4,4,4,1,1,4,1,0,0,0,0,0
12,1,0,0,0,0,1,0,1,1,3,4,3,1,4,4,4,4,4,1,0,3,1,0,0,0,0,0
13,1,1,0,0,0,1,2,1,1,2,2,1,1,4,4,4,4,4,1,1,4,4,0,0,0,0,0
14,1,1,0,0,0,1,1,1,1,3,3,1,1,4,4,4,4,4,1,1,4,3,0,0,0,0,0
15,2,0,0,0,0,1,0,1,1,3,3,1,1,4,4,4,4,4,1,0,4,3,0,0,0,0,0
16,1,0,0,0,0,1,3,0,1,0,1,0,1,4,4,4,4,4,1,1,4,1,0,0,0,0,0
17,1,1,0,0,0,1,1,1,1,2,2,0,1,4,4,4,4,4,1,0,4,4,0,0,0,0,0
18,1,1,0,0,0,1,1,1,1,2,2,4,1,4,4,4,4,4,1,1,4,4,0,0,0,0,0
19,2,1,0,0,0,1,0,1,1,3,3,4,1,4,3,4,4,4,1,0,4,4,0,0,0,0,0
20,1,0,0,0,0,1,2,1,1,2,3,2,1,4,4,4,4,4,1,3,4,1,0,0,0,0,0
21,2,0,0,0,0,1,0,1,0,0,0,1,1,4,4,4,4,4,1,0,3,0,0,0,0,0,0
22,2,0,0,0,0,1,2,1,1,2,2,0,1,4,4,4,4,4,1,3,4,2,0,0,0,0,0
23,3,0,0,0,0,1,2,0,1,0,0,0,1,4,4,3,4,4,0,1,4,0,0,0,0,0,0
24,1,0,0,0,0,1,0,1,1,3,3,3,1,4,4,3,3,4,1,1,4,1,0,0,0,0,0
25,2,0,0,0,0,1,0,0,1,3,3,3,1,4,4,4,4,4,1,1,0,4,0,0,0,0,0
26,1,1,0,0,0,1,2,1,1,2,2,1,1,4,4,4,4,4,1,1,4,2,0,0,0,0,0
27,2,1,0,0,0,0,1,1,1,0,1,3,1,4,4,4,4,4,1,0,4,2,0,0,0,0,0
28,2,1,0,0,0,0,2,1,1,2,2,0,1,4,4,4,4,4,1,1,4,2,1,0,0,0,0
29,1,0,0,0,0,0,3,1,1,3,3,4,1,4,3,3,3,4,1,3,4,1,0,0,0,0,0
30,2,0,0,0,0,0,2,1,1,3,3,1,1,4,3,3,3,4,1,3,4,2,0,0,0,0,0
31,1,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,4,1,0,4,2,0,0,0,0,0
32,2,0,0,0,0,0,1,1,0,2,2,1,1,4,4,4,4,4,1,1,4,2,0,0,0,0,0
33,1,0,0,0,0,0,0,1,1,2,2,3,1,4,4,2,4,4,1,0,2,1,0,0,0,0,0
34,1,0,0,0,0,0,0,1,1,2,2,3,1,4,4,2,4,4,1,0,1,1,0,0,0,0,0
35,1,0,0,0,0,0,1,1,1,1,2,2,1,4,4,2,4,4,1,1,0,1,0,0,0,0,0
36,1,1,0,0,0,0,3,1,1,2,2,4,1,4,4,4,4,4,1,3,4,1,0,0,0,0,0
