file_path,ndcg_mean,mrr_mean,kendall_tau_distance_mean
./result/ranklib/terraform/terraform_MART_result.csv,0.8654564210495999,0.2777990272595378,0.15864585706866033
./result/ranklib/terraform/terraform_RankNet_result.csv,0.7113870115657348,0.08786380930688903,0.25095884606730445
./result/ranklib/terraform/terraform_RankBoost_result.csv,0.7942688839670614,0.1756857165145877,0.16588346810730975
./result/ranklib/terraform/terraform_AdaRank_result.csv,0.8049560206548565,0.22637988876561166,0.1660442393259444
./result/ranklib/terraform/terraform_Coordinate_Ascent_result.csv,0.7346479526342826,0.12102864125460741,0.22600180198936484
./result/ranklib/terraform/terraform_LambdaMART_result.csv,0.8322728548299916,0.23038733112380133,0.1713063254929268
./result/ranklib/terraform/terraform_ListNet_result.csv,0.7894355823881742,0.1711167383980273,0.18824609392569733
./result/ranklib/terraform/terraform_Random_Forests_result.csv,0.8758668154699415,0.28506565714416526,0.1492915450327353
./result/xgboost/terraform/terraform_xgboost_result.csv,0.8429286565668545,0.23737001822259546,0.14607079201444012
./result/bayesian_network/terraform/terraform_bayesian_network_result.csv,0.7457454279891221,0.12401583239742339,0.20721167834005152
./result/fifo/terraform_FIFO_result.csv,0.7436261653515002,0.03626387298050173,0.4643370386294515
./result/small_size_first/terraform_small_size_first_result.csv,0.789984813342995,0.04294880630897836,0.4321995231885344
