日期,ndgc
2015-12-18,0.9522357846460809
2015-12-19,1.0
2015-12-20,1.0
2015-12-21,1.0
2015-12-22,1.0
2015-12-24,1.0
2015-12-25,0.9061917245931619
2015-12-27,0.96369976967999
2015-12-28,0.9546617203281056
2015-12-29,0.9523668265444137
2015-12-30,0.9536359744476788
2015-12-31,0.915056889646011
2016-01-01,0.9940277994690692
2016-01-02,0.9887149945072764
2016-01-04,0.9502360827450358
2016-01-05,0.9923915428805336
2016-01-06,0.9552187097965751
2016-01-07,0.9447006242640178
2016-01-08,0.8833930869707146
2016-01-09,0.8933572697947454
2016-01-10,0.8840074679155544
2016-01-11,0.8886319852615551
2016-01-12,0.8633747930572779
2016-01-13,0.8519011717262981
2016-01-14,0.8509801773823777
2016-01-15,0.9578581004909806
2016-01-17,0.9270523900302807
2016-01-18,0.8738274363363128
2016-01-19,0.8473825584145621
2016-01-20,0.9456756862719704
2016-01-21,0.8860285946940257
2016-01-22,0.9231174380600199
2016-01-23,0.8523962871542177
2016-01-24,0.9050530274185152
2016-01-25,0.9036009785600508
2016-01-26,0.9364354515587631
2016-01-27,0.8935799219718581
2016-01-28,0.9518839082278484
2016-01-29,0.9468605337391347
2016-01-30,0.9563012118098231
2016-01-31,0.9540078601328439
2016-02-01,0.9647959897085934
2016-02-02,0.9701741649777856
2016-02-03,0.9790935179968371
2016-02-04,0.9306195875078603
2016-02-05,0.9680330888270482
2016-02-06,0.9413374471494383
2016-02-07,0.9044969656501578
2016-02-08,0.8918956234778908
2016-02-09,0.8227309005250818
2016-02-10,0.9336003229374437
2016-02-11,0.8804848863661696
2016-02-12,0.8256612123447159
2016-02-13,0.83358720482091
2016-02-14,0.8668622130088914
2016-02-15,0.9171440288808624
2016-02-16,0.9301154845739279
2016-02-17,0.9237091751591152
2016-02-18,0.9148421079853596
2016-02-19,0.9617979048561641
2016-02-20,0.9314142669639358
2016-02-21,0.9320386879196126
2016-02-22,0.9232505838137857
2016-02-23,0.8992905629973064
2016-02-24,0.9585887148953438
2016-02-25,0.8413633238127367
2016-02-26,0.876653995268008
2016-02-27,0.8725331866221884
2016-02-28,0.8586259547998124
2016-02-29,0.8234328491425819
2016-03-01,0.9538871945824868
2016-03-02,0.9680860938648238
2016-03-03,0.9211301047569812
2016-03-04,0.8524641845032683
2016-03-06,0.8630105822065998
2016-03-07,0.9401535123855472
2016-03-08,0.9592281608915193
2016-03-09,0.9333359153592622
2016-03-10,0.8534542278811093
2016-03-11,0.8490340015621735
2016-03-12,0.8924077254711551
2016-03-13,0.9434625467458136
2016-03-14,0.9147841778282322
2016-03-15,0.9317899013153551
2016-03-16,0.9478042644061305
2016-03-17,0.9702149664946981
2016-03-18,0.9502925980959243
2016-03-19,0.9136177937925066
2016-03-20,0.9289372556994905
2016-03-21,0.7937205714118983
2016-03-22,0.8663788711463517
2016-03-23,0.8553485249119819
2016-03-24,0.8237855550074684
2016-03-26,0.8129407888968924
2016-03-29,0.8248187280681629
2016-03-30,0.9050815682888748
2016-03-31,0.8561589808020793
2016-04-01,0.8546833741259998
2016-04-02,0.8994288487389892
2016-04-03,0.898663831322518
2016-04-04,0.9140383490625705
2016-04-05,0.9311003723084116
2016-04-06,0.9124887174388435
2016-04-07,0.856837208687328
2016-04-08,0.8530695892711536
2016-04-09,0.8048774117484152
2016-04-10,0.8219673080407727
2016-04-11,0.9073341868265231
2016-04-12,0.9570188658895973
2016-04-13,0.9095848805240716
2016-04-14,0.8034859609833815
2016-04-15,0.8172127954347115
2016-04-16,0.8938774423231258
2016-04-17,0.8687341643833534
2016-04-18,0.8724079851747099
2016-04-19,0.8255327919928849
2016-04-20,0.890695518808831
2016-04-21,0.9077343917324922
2016-04-22,0.8789984459502977
2016-04-23,0.8355400193341195
2016-04-24,0.8075136079800378
2016-04-25,0.8193764421296661
2016-04-26,0.8951864534088811
2016-04-27,0.855503006216754
2016-04-28,0.8378855258966221
2016-04-29,0.8645001145355372
2016-04-30,0.9310186062646532
2016-05-02,0.9105472748192395
2016-05-04,0.9040187923637745
2016-05-05,0.9031127771423808
2016-05-06,0.836762203455736
2016-05-09,0.9103556225405008
2016-05-10,0.866245825199949
2016-05-11,0.9070637770437943
2016-05-12,0.8688893892800971
2016-05-13,0.9311157114328975
2016-05-15,0.8263799543615079
2016-05-16,0.8287608184420976
2016-05-17,0.795235663345534
2016-05-18,0.8019510444350855
2016-05-19,0.7777556049310544
2016-05-21,0.83535248937981
2016-05-23,0.9066703391254964
2016-05-24,0.8158435596299386
2016-05-25,0.8972796462485492
2016-05-26,0.9544564264996924
2016-05-27,0.8091519429911901
2016-05-30,0.8894739783232816
2016-05-31,0.79864558726966
2016-06-01,0.8327482339665838
2016-06-02,0.843139670006369
2016-06-03,0.8056594302390242
2016-06-04,0.9336704221517395
2016-06-05,0.876643155427491
2016-06-06,0.9182943617364944
2016-06-07,0.9280481049942558
2016-06-08,0.8138861866939063
2016-06-09,0.8893449367374228
2016-06-11,0.9368718567777452
2016-06-13,0.9110522193031187
2016-06-14,0.8574078272960088
2016-06-15,0.8748487028494617
2016-06-16,0.8854249287258928
2016-06-17,0.8198556274658787
2016-06-19,0.8690263135836827
2016-06-21,0.8329361623680765
2016-06-22,0.798021465310316
2016-06-23,0.9114040549061965
2016-06-24,0.8895708370181771
2016-06-25,0.8870215238527255
2016-06-26,0.8759335311927328
2016-06-27,0.9417603172322381
2016-06-28,0.8807455103051696
2016-06-29,0.8918167427262385
2016-06-30,0.8763318239354011
2016-07-01,0.8435905142256792
2016-07-03,0.8067045418698359
