日期,ndcg,mrr,kendall_tau_distance
2020-09-14,0.9105623076279616,0.5,0.26666666666666666
2020-09-15,0.9686380212363374,0.5,0.2948717948717949
2020-09-16,0.9075085447442247,1.0,0.3619047619047619
2020-09-17,0.9971296128512269,0.07142857142857142,0.14603174603174604
2020-09-18,0.9944040643233348,0.14285714285714285,0.19080459770114944
2020-09-19,0.9979770563403857,0.2,0.11692307692307692
2020-09-20,0.9994619559017145,0.07692307692307693,0.08970099667774087
2020-09-21,0.994549008328673,0.08333333333333333,0.14338575393154487
2020-09-22,0.9911274039707936,0.1,0.1498612395929695
2020-09-23,0.7713758839745101,0.08333333333333333,0.301572617946346
2020-09-24,0.9298537010409383,1.0,0.2579185520361991
2020-09-25,0.886686949966179,0.04,0.27044025157232704
2020-09-26,0.795299990707782,0.05263157894736842,0.2620408163265306
2020-09-27,0.7930552386030275,0.058823529411764705,0.29061224489795917
2020-09-28,0.8602026257333679,0.02631578947368421,0.27283726557773746
2020-09-29,0.7581630039963831,0.043478260869565216,0.30952380952380953
2020-09-30,0.9305135604009412,0.5,0.283234126984127
2020-10-01,0.9497343414827996,0.3333333333333333,0.27237851662404094
2020-10-02,0.926867875990402,0.14285714285714285,0.2804828973843058
2020-10-03,0.8925451386592733,0.022727272727272728,0.32926277702397105
2020-10-04,0.8930166424231437,0.022727272727272728,0.32528533801580334
2020-10-05,0.9296247263946307,0.5,0.32684193443687115
2020-10-06,0.8613826423724055,0.08333333333333333,0.35981012658227846
2020-10-07,0.7633931460736644,0.06666666666666667,0.33453778982234267
2020-10-08,0.8437801211770437,1.0,0.3184371184371184
2020-10-09,0.8637285807553157,1.0,0.30414340287981195
2020-10-10,0.9452316491607649,1.0,0.2771701982228298
2020-10-11,0.8901435561289205,0.05263157894736842,0.2833219412166781
2020-10-12,0.8886731853835219,0.045454545454545456,0.30401234567901236
2020-10-13,0.7885693547308625,0.022727272727272728,0.34756554307116105
2020-10-14,0.887575813014268,1.0,0.3088639200998752
2020-10-15,0.8562257949400192,1.0,0.3045867176301959
2020-10-16,0.7212889920206392,0.023809523809523808,0.35108910891089107
2020-10-17,0.706523226801768,0.025,0.34871220604703246
2020-10-18,0.9085184957606385,1.0,0.3248924988055423
2020-10-19,0.8552405086971551,1.0,0.34570191713048853
2020-10-20,0.8200311429963184,1.0,0.3451485148514851
2020-10-21,0.8048639026743953,0.023809523809523808,0.33075601374570446
2020-10-22,0.8702405295350617,0.25,0.2712842712842713
2020-10-23,0.8289955338663785,0.2,0.2495704467353952
2020-10-24,0.7792938539979944,0.25,0.2153846153846154
2020-10-25,0.9439727816720717,0.5,0.24822695035460993
2020-10-26,0.9196530257887988,0.03225806451612903,0.25520723753418895
2020-10-27,0.9276061250535211,0.5,0.24451754385964913
2020-10-28,0.9701212485031804,0.125,0.2145214521452145
2020-10-29,0.9200789649709045,0.1111111111111111,0.20799103808812547
2020-10-30,0.8936524727567632,0.058823529411764705,0.2579423521986114
2020-10-31,0.922835526363157,1.0,0.24344904815229562
2020-11-01,0.9141550456285722,1.0,0.2807221898660454
2020-11-02,0.9413401161960396,0.5,0.2830188679245283
2020-11-03,0.8968531610061197,0.5,0.25146520146520146
2020-11-04,0.8960740755513531,0.5,0.24024367028364743
2020-11-05,0.9312796349562118,0.3333333333333333,0.27075289575289574
2020-11-06,0.9105684792417926,0.2,0.22303585049580474
2020-11-07,0.944984795961787,0.2,0.24813293502613892
2020-11-08,0.8552195867445278,0.03125,0.28949494949494947
2020-11-09,0.8430941965983874,0.00980392156862745,0.29780625121335663
2020-11-10,0.9426546252749886,0.5,0.2669089759797724
2020-11-11,0.9218663803363044,0.5,0.275712143928036
2020-11-12,0.7795239116913264,0.03225806451612903,0.28763308763308765
2020-11-13,0.8975315521403568,0.25,0.2561642009862722
2020-11-14,0.8898230428368112,0.25,0.22497753818508537
2020-11-15,0.8402245953434591,0.021739130434782608,0.25737673710260806
2020-11-16,0.8267329472838973,0.02,0.2610508757297748
2020-11-17,0.9354952630962842,0.5,0.242514564422165
2020-11-18,0.9207456338891779,1.0,0.22532402791625125
2020-11-19,0.934777293247758,1.0,0.2184873949579832
2020-11-20,0.8173407713874227,0.043478260869565216,0.24812698412698414
2020-11-21,0.8406104244207707,0.020833333333333332,0.2630921134858143
2020-11-22,0.8360950790369531,0.0196078431372549,0.25896317829457366
2020-11-23,0.9591841940167262,0.14285714285714285,0.24043457723193198
2020-11-24,0.9516028305173996,0.14285714285714285,0.2309456782400167
2020-11-25,0.8026963106417383,0.012195121951219513,0.2265892002734108
2020-11-26,0.8374174443712078,0.029411764705882353,0.18385201849768779
2020-11-27,0.9596721568931573,1.0,0.1759296281487405
2020-11-28,0.9077849827705065,0.1111111111111111,0.17238709677419356
2020-11-30,0.8774429264672956,0.2,0.22723311546840957
2020-12-01,0.9173006336608979,0.02631578947368421,0.24293277394865648
2020-12-02,0.8865108417888785,0.25,0.23743929359823399
2020-12-03,0.8281503934412047,1.0,0.2956599552572707
2020-12-04,0.906553400808127,0.5,0.2491846053489889
2020-12-05,0.870245435091065,0.008064516129032258,0.23261460761460762
2020-12-07,0.8049275907132902,0.038461538461538464,0.2564653243847875
2020-12-08,0.9111100561973978,1.0,0.2560019598236159
2020-12-09,0.9530494173046716,0.07142857142857142,0.22347949080622348
2020-12-10,0.886137870732112,0.3333333333333333,0.2313687564000455
2020-12-11,0.9014432781577051,0.006493506493506494,0.22149352438688344
2020-12-12,0.9030014243520557,0.006711409395973154,0.20780863665114138
2020-12-13,0.9118642858290433,0.00847457627118644,0.20454801305865136
2020-12-14,0.950232426836214,0.5,0.22724734785036294
2020-12-15,0.8483568564610723,0.018518518518518517,0.24238273142382732
2020-12-16,0.8680925350716805,0.027777777777777776,0.19126682613385865
2020-12-17,0.9625341188281998,0.14285714285714285,0.18714969241285032
2020-12-18,0.8987257617846617,0.008849557522123894,0.19909502262443438
2020-12-19,0.9071326969138915,0.03571428571428571,0.18761609907120744
2020-12-20,0.971791906984177,0.3333333333333333,0.18049261083743842
2020-12-21,0.8505443060180953,0.06666666666666667,0.1930377668308703
2020-12-22,0.8708026430841258,0.06666666666666667,0.18990602158022973
2020-12-23,0.9674082416233235,0.005952380952380952,0.16360136869118905
2020-12-24,0.969819122505178,0.006024096385542169,0.1452354874041621
2020-12-27,0.9692690038023625,0.005952380952380952,0.1536926147704591
2020-12-28,0.8961384229892476,0.01282051282051282,0.19733835192902272
2020-12-29,0.9116462880779115,1.0,0.194596568090544
2020-12-30,0.8835466321967989,0.011494252873563218,0.19883444521125682
2020-12-31,0.8474717825955451,0.16666666666666666,0.20641927278168487
2021-01-02,0.9641015624890135,0.013157894736842105,0.1842234198922097
2021-01-03,0.9043325639662012,0.014492753623188406,0.1929782660616193
2021-01-04,0.7480743059211886,0.08333333333333333,0.2022077922077922
2021-01-05,0.9307686879432212,0.3333333333333333,0.2021580229725026
2021-01-06,0.765562681323002,0.125,0.18421887894369326
2021-01-07,0.8758092050898989,0.047619047619047616,0.19443915444677204
2021-01-08,0.8727466066454701,0.045454545454545456,0.1971623009758603
2021-01-09,0.938154769589238,1.0,0.18230487461256692
2021-01-10,0.8803264907430678,0.012658227848101266,0.20264820540395215
2021-01-11,0.8897786596116014,1.0,0.20640423031727378
2021-01-12,0.9168931098082896,0.5,0.23202450570871624
2021-01-13,0.8207051013497835,0.020833333333333332,0.23176537802323366
2021-01-14,0.88340181853814,0.125,0.22469417932517813
2021-01-15,0.9696167776205171,0.2,0.20630990922363995
2021-01-16,0.9546153576345238,0.5,0.20692234462124304
2021-01-17,0.9027379542998142,0.023809523809523808,0.20301493378416455
2021-01-18,0.896905149528689,0.022727272727272728,0.2151352069629925
2021-01-19,0.8868354627279053,0.1,0.22155844155844157
2021-01-20,0.8918232566651363,0.5,0.21603843311160384
2021-01-21,0.9500960858684889,0.3333333333333333,0.20529702229537633
2021-01-22,0.9088487272539728,1.0,0.1946303313714424
2021-01-24,0.8750687944557222,0.0196078431372549,0.18425055928411632
2021-01-25,0.8772991402026805,1.0,0.2069898893400207
2021-01-26,0.9105659839672073,0.3333333333333333,0.22150776053215077
2021-01-27,0.8539306044112411,1.0,0.21754466682002913
2021-01-28,0.9403948048411446,0.25,0.19701213818860877
2021-01-29,0.8923688066018537,0.09090909090909091,0.18725065783889314
2021-01-30,0.8398203093567783,0.012987012987012988,0.17742087860179498
2021-01-31,0.8644172496776238,0.014705882352941176,0.15335249042145593
2021-02-01,0.8536959852584131,0.01098901098901099,0.18216335540838852
2021-02-02,0.8580685252748698,0.011363636363636364,0.16061810154525386
2021-02-03,0.88351982490634,0.07692307692307693,0.1696584109672044
2021-02-04,0.8012520666848036,0.08333333333333333,0.18482704402515723
2021-02-05,0.930446624459731,1.0,0.18237577639751554
2021-02-06,0.923485497153637,1.0,0.15441776906745058
2021-02-08,0.8984861211190099,1.0,0.1886178861788618
2021-02-09,0.8855542499908409,1.0,0.20295639320029563
2021-02-10,0.7339527357098488,0.058823529411764705,0.19525865333636294
2021-02-11,0.782616958048331,0.015625,0.18671383647798742
2021-02-12,0.7929156120294016,0.037037037037037035,0.19640156038531964
2021-02-13,0.978426469240279,0.3333333333333333,0.14968152866242038
2021-02-14,0.9299349262781962,0.007246376811594203,0.1653958944281525
2021-02-15,0.7628570662918474,0.010416666666666666,0.19404680754374007
2021-02-16,0.7555895039209917,0.010638297872340425,0.20753105590062113
2021-02-17,0.8838539445354024,1.0,0.1945234176268143
2021-02-18,0.9498539122222425,0.5,0.18183962264150944
2021-02-19,0.8757891009930278,0.014705882352941176,0.17466762200461747
2021-02-20,0.8659925356503475,0.014285714285714285,0.1817345295606165
2021-02-21,0.9345268491470979,1.0,0.18897407813070463
2021-02-22,0.7919278927322285,0.05555555555555555,0.1955908052157548
2021-02-23,0.7890432546040816,0.05,0.19860649049023915
2021-02-24,0.8696758626383257,0.3333333333333333,0.20998357963875205
2021-02-25,0.8810772137091684,1.0,0.2188623523369286
2021-02-26,0.8129376127392164,0.037037037037037035,0.2191622467020264
2021-02-27,0.8561787650144738,0.014705882352941176,0.20748863718346439
2021-02-28,0.818057979646644,0.1111111111111111,0.18838844830166093
2021-03-01,0.7987725581775809,0.02631578947368421,0.2095063239494084
2021-03-02,0.7657995428345992,0.015873015873015872,0.2251559934318555
2021-03-03,0.9374873325036787,0.3333333333333333,0.1962756052141527
2021-03-04,0.907387463215653,1.0,0.21655110426296867
2021-03-05,0.7961051665264579,0.006711409395973154,0.22182304874612566
2021-03-06,0.7748624723127288,0.007352941176470588,0.21902398676592225
2021-03-07,0.9325020959951742,0.5,0.20388504099992039
2021-03-08,0.8945270409260253,0.25,0.21145660486256404
2021-03-09,0.8876686436820104,0.25,0.1934220251293422
2021-03-10,0.8883971151804086,1.0,0.23047792168446565
2021-03-11,0.8064106071176322,0.07142857142857142,0.22032871317124897
2021-03-12,0.8167487020454564,0.0625,0.23629810961512307
2021-03-13,0.8703510234761085,0.0136986301369863,0.24039990911156556
2021-03-14,0.8850899573125692,0.022222222222222223,0.237788513150832
2021-03-15,0.8501202001626866,0.14285714285714285,0.22899583277322222
2021-03-16,0.9023736582002223,0.08333333333333333,0.23272727272727273
2021-03-17,0.9038252513825745,0.009259259259259259,0.2322804314329738
2021-03-18,0.8462824547894944,0.009708737864077669,0.25570583262890956
2021-03-19,0.8637233612540666,0.02857142857142857,0.2681218550251598
2021-03-20,0.9076746903816691,1.0,0.23886205045625336
2021-03-21,0.9010401304403738,1.0,0.2529503105590062
2021-03-22,0.767375062762787,0.015151515151515152,0.28386652906776744
2021-03-23,0.8655254604498265,1.0,0.27320261437908494
2021-03-24,0.9069458681560499,0.5,0.2601226119190191
2021-03-25,0.9281003902992426,0.25,0.23059006211180125
2021-03-26,0.9559925492135185,0.2,0.20516085221967575
2021-03-27,0.8838574635106279,0.02,0.1761927255550307
2021-03-28,0.8737713652454691,0.018518518518518517,0.20447427293064876
2021-03-29,0.9176755640689392,0.16666666666666666,0.20124223602484473
2021-03-30,0.955901315054696,0.2,0.20258684405025867
2021-03-31,0.8623913974218872,0.5,0.2085889570552147
2021-04-01,0.888873097225392,0.5,0.19497413155949742
2021-04-02,0.891917275700596,0.14285714285714285,0.18722161372763782
2021-04-03,0.8919235603906119,0.023809523809523808,0.19968944099378882
2021-04-05,0.8219384686249807,0.03225806451612903,0.21677753141167774
2021-04-06,0.9616035837994554,0.3333333333333333,0.22344827586206897
2021-04-07,0.8559523829444523,0.015151515151515152,0.2081572273879966
2021-04-08,0.8715134502116811,0.3333333333333333,0.20748863718346439
2021-04-09,0.8904437976369051,0.020833333333333332,0.1948799515261683
2021-04-10,0.8876147099207058,0.023255813953488372,0.18180001997802417
2021-04-12,0.9356567951815556,1.0,0.18740098779237724
2021-04-13,0.8008287264266885,0.020833333333333332,0.18763931104356638
2021-04-14,0.78780997042893,0.5,0.2028943278943279
2021-04-15,0.8339724023298654,0.5,0.18034447821681865
2021-04-16,0.8118592273248654,0.16666666666666666,0.1988322385569805
2021-04-17,0.8473565014063094,0.14285714285714285,0.22494172494172493
2021-04-19,0.8298021483519068,0.16666666666666666,0.2304635761589404
2021-04-20,0.8576223859761696,0.03571428571428571,0.22754342431761787
2021-04-21,0.9237808323372252,0.14285714285714285,0.21823899371069183
2021-04-22,0.8189584215719609,0.07692307692307693,0.21468234525559365
2021-04-23,0.7496476824365954,0.25,0.2316724849254205
2021-04-24,0.7670041761131543,0.25,0.18897991246773652
2021-04-25,0.841430910861021,0.013157894736842105,0.20165837479270315
2021-04-26,0.7721661960299979,0.3333333333333333,0.20946720884162234
2021-04-27,0.7798709450227275,0.25,0.17486512218343384
2021-04-28,0.8565659466383873,0.0196078431372549,0.2161622215562881
2021-04-29,0.7553362513107592,0.014925373134328358,0.22404933196300103
2021-04-30,0.7361421501186539,0.014285714285714285,0.22890883325460556
2021-05-01,0.8218236800443899,0.010526315789473684,0.2104830421377184
2021-05-02,0.8469246328125212,0.02631578947368421,0.18579918673756646
2021-05-03,0.7956143816489172,0.5,0.18063626514330738
2021-05-04,0.9043496641943479,0.2,0.1523687580025608
2021-05-05,0.7971687939330151,0.018518518518518517,0.16841474378184
2021-05-06,0.7946891022398532,0.02,0.12386612449171099
2021-05-07,0.9863008267337701,0.07692307692307693,0.11682119205298014
2021-05-08,0.984939942811933,0.03571428571428571,0.1173718610251118
2021-05-09,0.8294349453018796,0.023809523809523808,0.18914778682576797
2021-05-10,0.928980591781346,0.023255813953488372,0.13486370157819225
2021-05-11,0.8930031465655821,0.027777777777777776,0.13484452194129615
2021-05-12,0.9027314565527489,0.16666666666666666,0.16839622641509433
2021-05-13,0.780910886385956,0.010752688172043012,0.20033085194375516
2021-05-14,0.8343831519753627,0.2,0.16170251884537598
2021-05-16,0.8780988289497321,0.03225806451612903,0.17374517374517376
2021-05-17,0.7850714576773256,0.09090909090909091,0.200670297444491
