file_path,ndcg_mean,mrr_mean,kendall_tau_distance_mean
./result/ranklib/moby/moby_MART_result.csv,0.8415454503322298,0.13804218198141638,0.14769516682250203
./result/ranklib/moby/moby_RankNet_result.csv,0.6126377056078075,0.012077783488014686,0.33260682528574137
./result/ranklib/moby/moby_RankBoost_result.csv,0.6697717129037751,0.020713624004479587,0.25505088331969844
./result/ranklib/moby/moby_AdaRank_result.csv,0.6316008331814232,0.01831405175266371,0.3016758662616821
./result/ranklib/moby/moby_Coordinate_Ascent_result.csv,0.7230696087673899,0.0456145950273798,0.212466689318246
./result/ranklib/moby/moby_LambdaMART_result.csv,0.8001854524284407,0.1231352147944549,0.15347232609676836
./result/ranklib/moby/moby_ListNet_result.csv,0.7095404280926059,0.03203685054504937,0.2214102615194028
./result/ranklib/moby/moby_Random_Forests_result.csv,0.8502563203004426,0.1565850990559799,0.14356883368990125
./result/xgboost/moby/moby_xgboost_result.csv,0.8360235531396293,0.1381867627343817,0.1473211556578378
./result/bayesian_network/moby/moby_bayesian_network_result.csv,0.7346419758298366,0.06933751969274786,0.16909899332333433
./result/fifo/moby_FIFO_result.csv,0.7047115370498642,0.025514704043905587,0.4904146236466899
./result/small_size_first/moby_small_size_first_result.csv,0.7346439242970698,0.02728654206540934,0.4506454837456537
