file_path,ndcg_mean,mrr_mean,kendall_tau_distance_mean
./result/ranklib/yii2/yii2_MART_result.csv,0.915286434956853,0.462359703389882,0.11423187310145837
./result/ranklib/yii2/yii2_RankNet_result.csv,0.7488365958613092,0.0956584772296923,0.2582358730237374
./result/ranklib/yii2/yii2_RankBoost_result.csv,0.8362213081050366,0.26470153091769844,0.1760780587386339
./result/ranklib/yii2/yii2_AdaRank_result.csv,0.8374794401025926,0.28289815276551716,0.17829548410656954
./result/ranklib/yii2/yii2_Coordinate_Ascent_result.csv,0.7961295581711291,0.18651610167062943,0.22066238937021881
./result/ranklib/yii2/yii2_LambdaMART_result.csv,0.8644851411300898,0.33796490834979775,0.1571162578928317
./result/ranklib/yii2/yii2_ListNet_result.csv,0.8626851694598601,0.33225187611417584,0.1588184233030119
./result/ranklib/yii2/yii2_Random_Forests_result.csv,0.9140107509598525,0.4654123630280735,0.12208894461493892
./result/xgboost/yii2/yii2_xgboost_result.csv,0.6594912465026985,0.4012725882921293,0.13589253134912324
./result/bayesian_network/yii2/yii2_bayesian_network_result.csv,0.8399912802116438,0.27079601153135524,0.17601135576910404
./result/fifo/yii2_FIFO_result.csv,0.7555271666829068,0.055132156775497945,0.4449313355165495
./result/small_size_first/yii2_small_size_first_result.csv,0.7297992803351044,0.07131257765033373,0.4309548808654976
