pr_number,priorities_number,author_identity,has_labels,mergable_state,has_assignees_content,commit_num,file_changed_num,total_add_line,total_delete_line,label_count,pre_prs,title_words,body_words,has_bug,has_document,has_feature,has_improve,has_refactor,directory_num,subsystem_num,language_num,file_type_num,segs_added_num,segs_deleted_num,segs_updated_num,changes_files_modified,file_developer_num,change_num,recent_change_num,testinclusion
354,1,0,0,0,0,1,3,3,3,0,3,3,4,0,0,0,0,0,4,1,1,1,2,1,3,2,0,3,3,0
355,1,0,0,0,0,1,2,2,3,0,4,4,3,0,0,0,0,0,4,1,1,1,1,1,3,1,0,4,4,0
356,2,0,0,0,0,2,3,1,3,0,1,3,0,0,0,0,0,0,4,1,1,1,2,1,3,4,0,1,2,0
357,4,0,0,0,0,2,3,4,3,0,3,1,4,0,0,0,0,0,4,1,1,1,3,1,2,2,0,3,3,0
358,0,0,0,0,0,2,3,3,3,0,3,0,1,0,0,0,0,0,4,1,1,1,3,1,2,2,0,3,3,0
360,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,3,0
361,0,0,0,0,0,2,3,4,3,0,3,4,3,0,0,0,0,0,3,1,1,1,2,1,3,1,0,4,4,0
362,0,0,0,0,0,2,3,4,3,0,3,4,3,0,0,0,0,0,3,1,1,1,2,1,3,1,0,4,4,0
363,4,2,0,0,0,2,4,4,3,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
364,4,0,0,0,0,2,3,3,3,0,4,2,2,0,0,0,0,0,4,1,1,1,2,1,3,2,0,4,4,0
365,3,0,0,0,0,1,3,3,3,0,3,3,2,0,0,0,0,0,4,1,1,1,2,1,3,2,0,4,4,0
366,1,0,0,0,0,1,3,3,3,0,3,0,2,0,0,0,0,0,4,1,1,1,2,1,3,2,0,4,3,0
367,2,0,0,0,0,2,1,3,1,0,2,3,4,0,0,0,0,0,1,0,4,1,3,1,0,1,0,2,3,0
368,2,0,0,0,0,2,0,3,1,0,2,3,2,1,0,0,0,0,0,1,1,1,3,1,0,1,0,1,3,0
369,2,0,0,0,0,2,3,2,1,0,3,1,1,0,1,0,0,0,4,1,1,1,3,1,2,1,0,4,3,0
370,0,2,0,2,0,2,3,3,3,0,4,0,4,0,0,0,0,0,3,1,1,1,2,1,3,3,0,4,4,0
371,1,0,0,0,0,2,3,3,3,0,3,2,1,0,0,0,0,0,3,1,1,1,2,1,3,4,0,3,3,0
372,0,0,0,2,0,1,2,3,3,0,2,3,3,0,0,0,0,0,2,0,1,1,1,1,3,0,0,1,3,0
373,3,0,0,0,0,0,2,3,3,0,3,4,4,0,0,0,0,0,2,0,1,1,1,1,3,0,0,3,3,0
374,0,0,0,2,0,0,0,0,2,0,2,4,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,3,0
375,0,0,0,2,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,4,0
376,4,0,0,2,0,1,0,2,0,0,1,3,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,3,0
377,1,0,0,0,0,2,3,4,3,0,2,3,3,0,0,0,0,0,4,1,1,1,3,1,2,1,0,1,3,0
378,1,0,0,0,0,0,1,0,3,0,2,3,3,0,0,0,0,0,1,1,0,0,0,0,3,1,0,1,3,0
379,1,0,0,0,0,2,0,1,2,0,1,1,3,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,3,0
380,4,0,0,0,0,2,2,2,3,0,2,3,4,0,0,0,0,0,3,1,1,0,1,1,3,3,0,1,3,0
381,0,0,0,2,0,1,3,3,3,0,2,3,1,0,0,0,0,0,2,1,1,1,1,1,3,3,0,1,3,0
382,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
383,0,0,0,2,0,2,1,2,1,0,2,2,2,0,0,0,0,0,1,1,1,1,1,1,2,1,0,1,3,0
384,1,0,0,0,0,2,3,4,3,0,2,3,4,0,0,0,0,0,3,1,1,1,3,0,3,2,0,1,3,0
385,1,0,0,0,0,2,3,4,2,0,2,3,4,0,0,0,0,0,3,1,1,1,3,0,3,2,0,1,3,0
386,3,2,0,0,0,2,3,4,3,0,4,3,4,0,0,0,0,0,3,1,1,1,3,1,2,2,4,4,4,0
387,1,0,0,2,0,2,3,4,2,0,2,3,4,0,0,0,0,0,3,1,1,1,3,0,3,3,0,1,3,0
388,3,0,0,0,0,2,3,4,3,0,0,0,4,0,0,0,0,0,3,1,1,1,3,1,2,3,0,1,3,0
389,0,0,0,2,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,2,0
390,0,0,0,2,0,1,3,1,1,0,4,4,1,0,0,0,0,0,3,1,1,1,0,1,0,2,0,4,4,0
391,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0
392,0,0,0,0,0,0,1,1,1,0,2,3,1,0,0,0,0,0,1,1,1,1,1,1,0,3,0,1,3,0
393,1,0,0,0,0,2,3,4,3,0,2,2,3,0,0,0,0,0,2,1,1,1,3,1,2,4,0,1,2,0
394,2,0,0,2,0,2,3,4,3,0,2,2,2,0,0,0,0,0,4,1,1,1,2,1,3,1,0,1,2,0
395,1,0,0,2,0,2,3,2,1,0,0,2,0,0,0,0,0,0,2,1,1,1,3,1,2,4,0,0,2,0
396,2,0,0,2,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
397,1,0,0,0,0,1,3,0,3,0,3,4,3,0,0,0,0,0,3,1,1,1,2,1,3,4,0,4,4,0
398,0,2,0,0,0,2,3,3,3,0,4,3,4,0,0,0,0,0,3,1,1,1,3,1,2,2,4,4,4,0
399,2,2,0,0,0,2,3,2,1,0,4,4,3,0,0,0,0,0,3,1,1,1,3,1,1,2,0,4,4,0
400,3,0,0,0,0,2,3,3,2,0,0,0,1,0,0,0,0,0,3,1,1,1,3,1,2,4,0,0,1,0
401,4,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
402,2,0,0,2,0,2,2,3,3,0,0,1,4,0,0,0,0,0,2,0,1,1,1,1,3,0,0,0,2,0
403,4,0,0,2,0,2,1,3,3,0,0,0,4,0,0,0,0,0,2,0,1,1,1,1,3,0,0,0,1,0
404,4,0,0,2,0,1,1,3,2,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,1,1,0,0,1,0
405,2,0,0,0,0,2,2,3,2,0,0,1,1,0,0,0,0,0,2,1,1,1,3,1,2,2,0,0,1,0
406,4,2,0,0,0,1,2,1,1,0,4,3,2,0,0,0,0,0,2,1,1,1,3,1,1,3,0,4,4,0
407,4,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,3,4,0,0,2,0
408,4,0,0,2,0,2,3,4,3,0,0,2,1,0,0,0,0,0,2,1,1,1,3,1,2,2,0,0,2,0
409,4,0,0,2,0,2,3,3,2,0,0,3,1,0,0,0,0,0,3,1,1,1,3,1,2,2,0,0,2,0
410,4,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,3,0,0,2,1
411,4,0,0,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
412,4,0,0,2,0,2,1,4,2,0,0,2,4,0,0,0,0,0,2,0,1,1,3,0,3,0,0,0,1,0
413,0,0,0,0,0,1,0,0,2,0,4,4,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4,4,0
414,3,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0
415,2,0,0,0,0,1,3,3,3,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,3,4,0,0,1,0
416,2,0,0,0,0,2,2,2,1,0,0,0,1,0,0,0,0,0,2,1,0,0,3,1,1,2,0,0,1,0
417,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,0,1,1,0,0,1,0
418,1,0,0,0,0,2,3,4,3,0,0,1,0,0,0,0,0,0,3,1,1,1,3,1,2,3,0,0,1,0
419,3,0,0,0,0,0,0,1,1,0,4,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0
420,4,0,0,0,0,2,3,4,1,0,3,1,1,0,0,0,0,0,3,1,1,1,3,0,3,4,0,4,3,0
421,3,0,0,0,0,2,3,3,2,0,0,1,1,0,0,0,0,0,3,1,1,1,3,1,2,4,0,0,1,0
422,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
423,1,0,0,0,0,1,2,3,3,0,4,2,3,0,0,0,0,0,2,0,1,1,1,1,3,0,0,4,4,0
424,3,0,0,2,0,2,1,3,3,0,0,1,2,0,0,0,0,0,2,0,1,1,1,1,3,0,0,0,1,0
425,4,0,0,0,0,2,3,4,3,0,4,2,3,0,0,0,0,0,3,1,1,1,3,1,2,2,4,4,4,0
426,3,0,0,0,0,4,4,4,3,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0
427,4,0,0,0,0,2,3,4,3,0,3,2,3,0,0,0,0,0,3,1,1,1,3,1,2,2,0,4,4,0
429,4,0,0,0,0,2,3,4,3,0,0,0,1,0,0,0,0,0,3,1,1,1,3,1,2,4,0,0,1,0
430,0,0,0,2,0,1,0,0,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0
431,3,2,0,0,0,0,1,0,0,0,4,3,2,0,0,0,0,0,1,0,1,1,1,1,0,0,0,3,4,0
432,4,0,0,2,0,2,3,2,3,0,0,0,4,0,0,0,0,0,3,1,1,1,1,1,3,2,0,0,2,0
433,0,0,0,0,0,1,1,3,3,0,2,1,3,0,0,0,0,0,1,0,1,1,0,1,3,0,0,1,2,0
434,4,0,0,2,0,2,1,1,2,0,0,3,4,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,2,0
435,1,0,0,2,0,2,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0
436,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0
437,2,0,0,0,0,0,1,1,0,0,2,3,2,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,2,0
438,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
439,3,0,0,2,0,2,2,2,1,0,2,2,3,0,0,0,0,0,2,1,1,1,2,0,1,2,0,1,0,0
440,2,0,0,0,0,1,3,3,2,0,2,1,0,0,0,0,0,0,3,1,1,1,2,1,2,3,0,1,0,0
441,4,0,0,0,0,2,3,3,3,0,2,3,3,0,0,0,0,0,3,1,1,1,3,1,2,3,0,1,0,0
442,3,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,2,0,0,0,0
443,1,0,0,2,0,2,3,3,3,0,2,2,1,0,0,0,0,0,3,1,1,1,2,1,2,2,0,1,0,0
444,1,0,0,0,0,2,2,3,2,0,2,2,4,0,0,0,0,0,2,1,1,1,3,1,1,3,0,1,0,0
445,3,0,0,0,0,2,3,3,3,0,0,1,1,0,0,0,0,0,3,1,1,1,1,1,3,2,0,0,0,0
446,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2,1,1,1,3,1,1,1,0,0,0,0
447,3,0,0,0,0,2,3,3,2,0,4,4,3,0,0,0,0,0,4,1,1,1,3,1,2,4,0,4,4,0
448,1,0,0,2,0,1,3,2,2,0,2,1,1,0,0,0,0,0,3,1,1,1,2,1,2,3,0,1,1,0
449,2,2,0,0,0,2,1,2,1,0,4,0,2,0,0,0,0,0,1,0,1,0,1,1,0,1,4,4,4,0
450,0,0,0,0,0,1,1,1,3,0,3,0,3,0,0,0,0,0,1,1,1,1,1,1,2,2,0,3,3,0
451,2,0,0,0,0,2,3,3,3,0,4,0,3,0,0,0,0,0,4,1,1,1,1,1,3,1,0,4,4,0
452,1,0,0,2,0,2,1,3,2,0,2,2,1,0,0,0,0,0,1,1,1,1,3,1,1,1,0,1,1,0
453,0,0,0,2,0,0,1,1,1,0,4,4,4,0,0,0,0,0,2,0,1,1,0,0,1,1,0,3,4,0
454,0,2,0,2,0,0,1,1,2,0,4,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,4,4,0
456,3,0,0,0,0,2,3,2,1,0,0,0,2,0,0,0,0,0,3,1,1,1,3,1,2,3,0,0,3,0
458,0,0,0,2,0,1,1,2,2,0,2,1,3,0,0,0,0,0,1,0,1,1,0,1,2,0,0,1,3,0
459,0,0,0,0,0,2,1,1,2,0,2,2,1,0,0,0,0,0,1,1,1,1,1,1,2,2,0,1,3,0
460,0,0,0,2,0,1,1,0,3,0,2,3,3,0,0,0,0,0,1,0,1,1,1,1,3,3,0,1,3,1
461,4,0,0,0,0,2,3,3,3,0,0,3,4,0,0,0,0,0,3,1,1,1,2,1,3,3,0,0,3,0
462,2,0,0,2,0,2,1,3,1,0,0,3,4,0,0,0,0,0,1,0,4,1,3,1,0,1,0,0,3,0
463,3,0,0,2,0,2,3,4,2,0,0,4,0,0,0,0,0,0,3,1,1,1,3,1,2,4,0,0,3,0
464,2,0,0,2,0,2,3,2,1,0,0,0,4,0,0,0,0,0,3,1,1,1,3,1,2,2,0,0,3,0
465,2,0,0,2,0,2,2,2,1,0,0,0,2,0,0,0,0,0,2,1,1,1,1,1,2,1,0,0,3,0
466,4,0,0,2,0,2,2,1,1,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0,1,2,0,0,3,0
467,3,2,0,0,0,0,3,1,3,0,4,3,2,0,0,0,0,0,4,1,1,1,2,1,3,1,0,3,4,0
468,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,1,1,0,0,3,0
472,3,0,0,0,0,2,2,2,2,0,0,1,2,0,0,0,0,0,2,1,0,0,1,1,2,0,0,0,3,0
474,0,2,0,0,0,2,3,4,3,0,4,4,4,0,0,0,0,0,3,1,1,1,3,1,2,2,0,4,4,0
475,1,0,0,2,0,2,0,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,3,0
476,3,0,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,3,0
477,3,0,0,2,0,2,2,3,3,0,0,0,4,0,0,0,0,0,2,0,1,1,1,1,3,0,0,0,3,0
478,3,0,0,2,0,2,2,3,3,0,0,0,4,0,0,0,0,0,2,0,1,1,1,1,3,0,0,0,3,0
479,0,0,0,0,0,2,0,2,1,0,4,0,3,0,0,0,0,0,1,1,1,1,3,1,0,0,0,4,4,0
480,2,0,0,2,0,2,3,4,3,0,0,0,4,0,0,0,0,0,3,1,1,1,3,1,3,4,0,0,3,0
481,1,0,0,2,0,4,4,4,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0
482,0,0,0,0,0,2,3,4,3,0,4,3,3,0,0,0,0,0,4,1,1,1,2,1,3,1,0,4,4,0
483,4,0,0,2,0,0,3,1,1,0,3,0,3,0,0,0,0,0,3,1,1,1,1,1,0,4,0,4,4,0
484,2,0,0,2,0,1,3,1,0,0,3,4,3,0,0,0,0,0,3,1,1,1,2,1,0,4,0,3,3,0
485,0,2,0,0,0,2,3,4,3,0,4,2,4,0,0,0,0,0,4,1,4,1,3,1,2,3,4,4,4,0
486,4,0,0,2,0,2,2,3,3,0,0,0,3,0,0,0,0,0,2,0,1,1,2,1,2,0,0,0,3,0
487,0,0,0,0,0,2,2,2,2,0,2,0,2,0,0,0,0,0,2,1,1,1,1,1,1,2,0,1,3,0
488,0,0,0,0,0,0,1,1,3,0,4,3,1,0,0,0,0,0,1,0,0,0,1,1,3,1,0,4,4,0
491,3,0,0,0,0,2,3,3,2,0,4,2,0,0,0,0,0,0,2,1,1,1,3,1,2,3,0,4,4,0
492,0,0,0,2,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,3,0
493,0,0,0,2,0,2,1,2,3,0,2,1,2,0,0,0,0,0,1,1,1,1,1,1,3,3,0,1,3,0
494,3,0,0,0,0,2,1,2,2,0,2,2,4,0,0,0,0,0,1,1,1,1,1,1,1,2,0,1,3,0
495,0,0,0,0,0,0,1,2,1,0,2,3,2,0,0,0,0,0,1,1,0,0,1,1,1,3,0,1,3,0
496,2,0,0,0,0,0,1,2,2,0,3,3,3,0,0,0,0,0,1,1,1,1,1,1,1,2,0,4,4,0
497,0,0,0,2,0,1,1,2,2,0,3,3,3,0,0,0,0,0,1,1,1,1,1,1,2,1,0,3,3,0
498,1,0,0,2,0,2,2,3,1,0,3,4,3,0,0,0,0,0,2,1,0,0,3,0,2,0,0,3,3,0
499,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0
500,0,0,0,0,0,1,2,1,2,0,4,3,2,0,0,0,0,0,2,1,1,1,1,1,1,3,0,4,4,0
501,1,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,1,0,1,1,1,1,0,0,0,4,4,0
502,0,0,0,0,0,2,1,1,1,0,3,0,4,0,0,0,0,0,2,0,0,0,1,1,0,3,0,4,4,0
503,0,0,0,0,0,2,3,4,3,0,2,4,3,0,0,0,0,0,3,1,1,1,3,1,2,3,0,1,3,0
506,0,0,0,2,0,2,1,1,1,0,2,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,0,1,3,0
508,0,0,0,0,0,2,0,0,3,0,2,4,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,1,3,0
509,0,0,0,2,0,1,3,0,0,0,4,4,2,0,0,0,1,0,3,1,1,1,1,1,0,2,0,4,4,0
511,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,1
512,0,0,0,0,0,2,1,2,3,0,2,3,3,0,0,0,0,0,1,0,1,1,0,1,3,0,0,1,3,0
513,0,0,0,2,0,2,0,0,3,0,4,3,3,0,0,0,0,0,0,0,1,1,0,1,3,0,0,4,4,0
514,0,0,0,0,0,2,2,2,3,0,3,3,3,0,0,0,0,0,4,1,1,1,1,1,3,1,0,4,4,0
515,4,2,0,0,0,2,3,4,3,0,4,4,4,0,0,0,0,0,4,1,1,1,3,1,2,1,0,4,4,0
516,4,0,0,0,0,2,2,2,2,0,2,1,2,0,0,0,0,0,2,1,1,1,1,1,1,3,0,1,3,1
518,1,0,0,2,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
519,1,0,0,2,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1
521,0,2,0,2,0,2,3,2,2,0,4,2,2,0,0,0,0,0,4,1,1,1,2,1,2,1,0,4,4,0
522,3,0,0,2,0,2,3,3,2,0,2,3,2,0,0,0,0,0,2,1,1,1,3,1,2,3,0,1,3,0
523,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0
524,4,0,0,2,0,1,1,2,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,3,0
525,2,0,0,2,0,2,3,2,2,0,0,0,1,0,0,0,0,0,3,1,1,1,3,1,2,4,0,0,3,0
526,4,0,0,0,0,0,1,0,1,0,3,4,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,3,0
527,0,0,0,2,0,2,0,0,1,0,3,4,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,3,0
528,3,0,0,2,0,2,1,1,2,0,2,3,4,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,2,0
529,2,0,0,2,0,2,2,3,2,0,2,3,2,0,0,0,0,0,2,1,1,1,3,1,1,1,0,1,2,0
530,2,0,0,2,0,1,0,1,0,0,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0
531,2,0,0,2,0,2,3,2,2,0,2,0,2,0,0,0,0,0,4,1,1,1,1,1,1,1,0,1,2,0
532,0,0,0,2,0,2,2,2,3,0,1,3,4,0,0,0,0,0,2,1,1,1,1,1,3,2,0,1,2,1
533,4,0,0,2,0,1,1,2,1,0,0,3,0,0,0,0,0,0,1,1,1,1,1,0,1,3,0,0,3,0
534,4,0,0,0,0,2,3,3,2,0,1,0,4,0,0,0,0,0,2,1,1,1,3,1,1,4,0,1,1,0
535,4,0,0,2,0,2,3,3,3,0,1,3,4,0,0,0,0,0,3,1,1,1,2,1,3,4,0,1,1,0
536,4,0,0,2,0,2,3,3,2,0,1,0,3,0,0,0,0,0,2,1,1,1,3,1,1,3,0,1,1,0
537,3,0,0,2,0,2,3,3,2,0,0,3,1,0,0,0,0,0,3,1,1,1,3,1,2,4,0,0,3,0
538,4,0,0,2,0,2,2,3,2,0,0,0,2,0,0,0,0,0,2,1,1,1,3,1,2,3,0,0,3,0
539,4,0,0,2,0,2,1,3,2,0,1,2,4,0,0,0,0,0,1,1,1,1,3,1,1,2,0,1,1,0
540,4,0,0,2,0,2,3,4,2,0,1,0,4,0,0,0,0,0,2,1,1,1,3,1,2,3,0,1,1,0
541,4,0,0,2,0,2,3,3,3,0,1,0,4,0,0,0,0,0,2,1,1,1,3,1,2,3,0,1,1,0
542,4,0,0,2,0,2,3,3,2,0,1,1,4,0,0,0,0,0,2,1,1,1,3,1,2,3,0,1,1,0
543,0,0,0,0,0,2,1,2,1,0,1,2,4,0,0,0,0,0,1,1,1,1,3,1,0,0,0,1,1,0
544,1,0,0,0,0,2,3,4,1,0,1,0,4,0,0,0,0,0,3,1,1,1,3,1,2,2,0,1,1,0
545,1,0,0,0,0,2,3,4,3,0,3,3,3,0,0,0,0,0,3,1,1,1,3,1,2,1,0,3,3,0
546,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
548,2,0,0,0,0,1,2,2,3,0,4,3,1,0,0,0,0,0,4,1,1,1,1,1,3,1,0,4,4,0
549,3,0,0,0,0,2,1,1,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,2,3,0,0,3,0
550,0,0,0,2,0,2,1,2,2,0,3,1,3,0,0,0,0,0,1,1,1,1,2,1,1,1,0,3,3,0
551,0,0,0,0,0,2,3,3,2,0,4,4,3,0,0,0,0,0,2,1,1,1,3,1,2,3,0,4,4,0
552,0,0,0,0,0,2,3,3,2,0,3,3,2,0,0,0,0,0,2,1,1,1,3,1,2,3,0,4,4,0
553,3,2,0,0,0,2,3,4,3,0,3,2,4,0,0,0,0,0,4,1,4,1,3,1,2,2,4,4,4,0
555,4,2,0,0,0,2,3,3,2,0,4,4,3,0,0,0,0,0,3,1,1,1,3,1,2,2,0,4,4,0
556,1,0,0,0,0,1,3,2,1,0,4,0,2,0,0,0,0,0,4,1,1,1,3,1,2,1,0,4,4,0
557,4,0,0,0,0,2,3,4,3,0,4,2,3,0,0,0,0,0,3,1,1,1,3,1,2,2,0,4,4,0
558,0,0,0,2,0,2,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,4,1
559,2,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,1,1,1,0,0,3,0
560,2,0,0,0,0,2,3,3,2,0,0,0,2,0,0,0,0,0,2,1,1,1,3,1,2,1,0,0,3,0
561,3,0,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,2,1,0,0,3,0
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0
563,0,2,0,2,0,0,1,1,1,0,4,3,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,2,0
564,0,0,0,2,0,2,1,1,1,0,4,1,4,0,0,0,0,0,1,1,1,1,1,1,1,2,0,4,4,0
565,0,0,0,0,0,2,0,1,0,0,4,4,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,4,0
566,0,2,0,0,0,2,3,3,3,0,4,4,2,0,0,0,0,0,4,1,1,1,1,1,3,1,0,4,4,0
567,4,0,0,2,0,2,3,3,3,0,0,1,1,1,0,0,0,0,2,1,1,1,3,1,2,3,0,0,3,0
568,3,0,0,2,0,2,3,3,2,0,1,2,2,0,0,0,0,0,3,1,1,1,3,1,2,2,0,1,3,0
569,3,0,0,2,0,2,3,3,2,0,1,3,3,0,0,0,0,0,3,1,1,1,3,1,2,3,0,1,3,1
570,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,0,3,0
571,2,0,0,2,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0
572,1,0,0,2,0,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,3,0
573,0,0,0,2,0,1,2,2,2,0,4,3,0,0,0,0,0,0,2,0,1,1,1,1,2,2,0,4,4,0
574,0,2,0,2,0,1,3,0,3,0,4,4,3,0,0,0,0,0,3,1,1,1,2,1,3,4,0,4,4,0
575,3,0,0,0,0,2,0,0,3,0,4,4,2,0,0,0,0,0,0,0,1,1,0,1,2,0,0,4,4,0
576,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,3,0
578,1,0,0,2,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
579,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1
580,4,0,0,0,0,1,1,2,1,0,4,1,2,0,0,1,0,0,2,1,0,0,2,1,1,3,0,4,4,0
