pr_number,priorities_number,author_identity,has_labels,mergable_state,has_assignees_content,is_weekday,comment_num,review_comment_num,commit_num,file_changed_num,total_add_line,total_delete_line,label_count,workload,pre_prs,change_num,accept_num,close_num,review_num,participants_count,title_words,body_words,has_bug,has_document,has_feature,has_improve,has_refactor
5,3,1,0,2,0,1,3,0,0,2,1,3,3,4,4,4,3,3,0,3,3,1,0,0,0,0,0
6,4,1,0,2,0,1,3,0,0,0,0,0,3,4,4,4,3,3,0,3,3,0,0,0,0,0,0
7,4,1,0,2,0,1,4,0,0,1,1,0,3,4,3,3,3,3,0,4,4,2,0,0,0,0,1
8,4,1,0,2,0,1,4,0,0,1,1,2,3,4,3,3,3,3,0,4,3,1,0,0,0,0,0
9,4,1,0,2,0,1,4,0,0,2,2,0,3,4,3,3,3,3,0,4,3,3,0,0,0,0,0
10,4,1,0,2,0,1,3,0,0,0,0,0,3,4,3,3,3,3,0,3,1,0,0,0,0,0,0
11,4,1,0,2,0,1,4,0,0,0,0,1,3,4,3,3,3,3,0,4,4,1,0,0,0,0,0
12,4,1,0,2,0,1,4,0,0,0,0,0,3,4,3,3,3,3,0,4,2,1,0,0,0,0,0
13,4,1,0,2,0,1,0,0,0,0,0,0,3,4,3,2,3,3,0,3,4,0,0,0,0,0,0
14,4,1,0,2,0,0,4,0,0,0,0,0,3,4,3,2,2,3,0,4,4,0,0,0,0,0,0
15,4,1,0,2,0,1,4,0,0,0,0,0,3,4,3,3,3,3,0,4,4,4,0,0,0,0,0
16,2,1,0,2,0,1,1,0,0,0,0,0,3,4,4,4,3,3,0,3,3,2,0,0,0,0,0
17,4,1,0,2,0,1,4,0,0,0,0,1,3,4,3,2,2,2,0,4,4,2,0,1,0,0,0
18,4,1,0,2,0,0,4,0,0,0,1,3,3,4,2,2,2,2,0,4,1,2,0,0,0,0,0
19,4,1,0,2,0,0,1,0,0,0,0,0,3,4,2,2,2,2,0,3,4,0,0,0,0,0,0
20,4,1,0,2,0,1,4,0,0,0,0,0,3,4,2,2,2,2,0,4,4,0,0,0,0,1,0
21,2,1,0,2,0,1,1,0,0,0,0,0,3,4,3,3,3,3,0,3,4,3,0,0,0,0,0
22,3,1,0,2,0,1,3,0,0,0,0,0,3,4,3,2,3,3,0,3,4,3,0,0,0,0,0
24,4,1,0,2,0,0,0,0,0,0,0,3,3,4,3,3,3,3,0,1,4,1,0,0,0,0,0
26,2,1,0,2,0,1,1,0,0,0,0,0,3,4,2,2,2,2,0,3,4,0,0,0,0,0,0
30,3,1,0,2,0,1,3,0,0,0,0,0,3,4,2,2,2,2,0,4,4,0,0,1,0,0,0
31,3,1,0,2,0,1,4,0,0,0,0,0,3,4,2,2,2,2,0,4,4,1,0,0,0,0,0
32,4,1,0,2,0,1,3,0,0,0,0,0,3,4,2,2,2,2,0,3,4,2,0,0,1,0,0
33,4,1,0,2,0,1,4,0,0,0,1,1,3,4,2,2,2,2,0,4,4,1,0,0,0,0,0
39,2,0,0,2,0,0,0,0,0,0,0,0,3,4,4,4,3,3,0,0,4,0,0,0,1,0,0
42,2,1,0,2,0,0,0,0,0,0,0,2,3,4,3,2,3,3,0,3,2,2,0,0,0,0,0
43,4,2,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,2,4,0,0,0,0,0
44,4,0,0,2,0,1,3,0,1,3,4,2,3,4,4,4,3,3,0,3,0,3,0,0,0,0,0
47,4,0,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,3,3,0,0,0,0,0
48,4,0,0,2,0,1,1,0,1,3,4,3,3,4,4,4,3,3,0,3,2,2,0,0,0,0,0
49,4,0,0,2,0,1,1,0,1,3,3,2,3,4,3,3,3,3,0,3,1,4,0,0,0,0,0
52,4,0,0,2,0,1,3,0,1,0,3,1,3,4,4,4,3,3,0,3,1,1,0,0,0,0,0
56,4,0,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,0,4,0,0,0,0,0
61,1,0,0,2,0,1,1,0,0,1,2,1,3,4,3,3,3,3,0,3,0,1,0,0,0,0,0
67,4,0,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,2,3,0,0,0,0,0
69,4,0,0,2,0,1,1,0,0,3,4,2,3,4,4,4,3,3,0,3,4,4,0,0,0,0,0
71,4,0,0,2,0,1,1,0,1,3,4,3,3,4,3,3,3,3,0,1,4,2,0,0,0,0,0
72,4,0,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,4,4,0,0,0,0,0
76,4,0,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,1,4,0,0,0,0,0
77,4,0,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,4,4,0,0,0,0,0
78,2,0,0,2,0,1,3,0,0,0,2,1,3,4,3,3,3,3,0,3,4,2,0,0,0,0,0
80,3,2,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,4,4,0,0,0,0,0
82,3,2,0,2,0,1,3,0,1,3,4,3,3,4,3,3,3,3,0,3,4,4,0,0,0,0,0
85,3,0,0,2,0,1,3,0,0,1,2,1,3,4,4,4,3,3,0,3,0,3,0,0,0,0,0
89,4,0,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,4,4,0,0,0,0,0
90,4,1,0,2,0,1,4,0,0,0,1,0,3,4,3,3,3,3,0,4,3,4,0,0,0,0,0
94,3,0,0,2,0,1,3,0,0,1,2,3,3,4,3,3,3,3,0,3,1,3,0,0,0,0,0
96,4,0,0,2,0,1,3,0,0,2,2,2,3,4,4,4,3,3,0,3,2,3,0,0,0,0,0
97,4,0,0,2,0,1,1,0,1,1,0,3,3,4,4,4,3,3,0,3,3,3,0,0,0,0,0
100,1,0,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,2,1,0,0,0,0,0
101,3,1,0,2,0,1,1,0,1,3,4,3,3,4,4,4,3,3,0,1,4,2,0,0,0,0,0
103,0,0,0,2,0,1,0,0,0,1,1,3,3,4,3,3,3,3,0,1,1,4,0,0,0,0,0
109,3,0,0,2,0,1,1,0,0,2,2,3,3,4,3,3,3,3,0,3,3,1,0,0,0,0,0
110,3,0,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,4,3,0,0,0,0,0
118,4,0,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,3,4,0,0,0,0,0
121,1,0,0,2,0,1,0,0,1,3,1,0,3,4,4,4,3,3,0,0,3,1,0,0,0,0,0
128,4,0,0,2,0,1,1,0,1,3,4,3,3,4,4,4,3,3,0,3,2,4,0,0,0,0,0
129,3,0,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,1,2,0,0,0,0,0
132,4,0,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,1,4,0,0,0,0,0
137,3,0,0,2,0,1,1,0,1,3,4,3,3,4,4,4,3,3,0,1,3,1,0,1,0,0,0
142,4,0,0,2,0,1,1,0,1,3,4,3,3,4,3,4,3,3,0,1,1,1,0,0,0,0,0
144,1,0,0,2,0,0,1,0,1,3,4,3,3,4,3,3,3,3,0,1,1,3,0,0,0,0,0
155,4,0,0,2,0,1,3,0,1,3,3,3,3,4,4,4,3,3,0,3,1,4,0,0,0,0,0
156,4,0,0,2,0,1,1,0,1,3,4,3,3,4,3,3,3,3,0,3,2,3,0,0,0,0,0
158,3,0,0,2,0,1,1,0,1,0,2,0,3,4,3,3,3,3,0,1,0,4,0,0,0,0,0
160,3,0,0,2,0,1,3,0,1,3,4,3,3,4,4,4,3,3,0,3,4,3,0,0,0,0,0
161,3,0,0,2,0,1,3,0,1,3,4,3,3,4,3,3,3,3,0,3,4,4,0,0,0,0,0
162,3,0,0,2,0,1,1,0,0,3,3,1,3,4,3,3,3,3,0,1,4,4,0,0,0,0,0
163,0,0,0,2,0,1,3,0,1,3,3,2,3,4,3,3,3,3,0,3,4,2,0,0,0,0,0
164,0,0,0,2,0,1,3,0,1,0,0,3,3,4,3,3,3,3,0,3,4,2,0,0,0,0,0
166,0,0,0,2,0,1,3,0,1,2,2,2,3,4,3,3,3,3,0,3,1,2,0,0,0,0,0
170,0,0,0,2,0,1,3,0,1,2,2,2,3,4,3,3,3,3,0,3,0,3,0,0,0,0,0
172,0,0,0,2,0,0,1,0,1,1,1,1,3,4,4,4,3,3,0,3,3,2,0,0,0,0,0
173,0,0,0,2,0,0,0,0,0,1,1,2,3,4,3,3,3,3,0,0,3,2,0,0,0,0,0
175,0,0,0,2,0,0,1,0,0,1,1,1,3,4,3,3,3,3,0,1,4,3,0,0,0,0,0
176,0,0,0,2,0,1,1,0,1,1,2,1,3,4,4,4,3,3,0,3,2,3,0,0,0,0,0
181,1,0,0,2,0,1,1,0,1,2,3,2,3,4,3,3,3,3,0,3,0,1,0,0,0,0,0
182,1,0,0,2,0,1,0,0,0,3,3,3,3,4,3,3,3,3,0,3,0,4,0,0,0,0,0
184,1,1,0,2,0,1,1,0,1,0,2,0,3,4,3,3,3,3,0,3,3,0,0,0,1,0,0
185,1,0,0,2,0,1,1,0,1,2,1,3,3,4,4,4,3,3,0,3,2,0,0,0,0,0,0
186,1,0,0,2,0,1,3,0,1,2,1,2,3,4,3,3,3,3,0,3,3,2,0,0,0,0,0
188,0,0,0,2,0,1,1,0,1,3,4,3,3,4,4,4,3,3,0,3,1,3,0,0,0,0,0
