日期,ndgc,mrr,kendall_tau_distance
2012-02-05,1.0,0.3333333333333333,0.0
2012-02-06,1.0,1.0,0
2012-02-07,1.0,1.0,0
2012-02-08,0.8231817979910552,0.5,1.0
2012-02-09,1.0,0.5,0.0
2012-02-10,1.0,0.5,0.0
2012-02-11,0.9509457695419298,0.5,1.0
2012-02-14,1.0,1.0,0
2012-02-15,1.0,0.5,0.0
2012-02-16,1.0,1.0,0
2012-02-17,0.8929112054732131,0.5,1.0
2012-02-19,1.0,1.0,0.0
2012-02-20,0.8493501590138931,0.2,0.8
2012-02-21,1.0,0.5,0.0
2012-02-22,0.9965548405894005,0.3333333333333333,0.1
2012-02-23,1.0,0.3333333333333333,0.0
2012-02-24,1.0,1.0,0
2012-02-25,0.7042233725963557,0.3333333333333333,1.0
2012-02-26,1.0,0.5,0.0
2012-02-27,0.812322850940493,0.2,0.5333333333333333
2012-02-28,0.8535761480295857,0.3333333333333333,0.4
2012-02-29,0.9970064129707872,0.1,0.2
2012-03-01,0.8709829632122746,0.2,0.7
2012-03-02,1.0,0.25,0.0
2012-03-03,0.9934078138544218,0.5,0.16666666666666666
2012-03-04,0.9112987557316224,0.2,0.5333333333333333
2012-03-05,1.0,0.5,0.0
2012-03-06,0.9015582288324933,0.14285714285714285,0.6666666666666666
2012-03-07,0.9572881727261123,0.2,0.4
2012-03-08,0.9871064222343275,0.3333333333333333,0.6666666666666666
2012-03-09,0.8383289705438081,0.16666666666666666,0.7333333333333333
2012-03-10,0.976449357008779,0.25,0.5
2012-03-11,0.9373691761066303,0.5,1.0
2012-03-12,0.8231817979910552,0.5,1.0
2012-03-13,1.0,0.3333333333333333,0.0
2012-03-14,0.9943991715575936,0.25,0.5
2012-03-15,0.9540028187024072,0.25,0.5
2012-03-16,0.9620283654444903,0.25,0.26666666666666666
2012-03-17,0.9430405838833047,0.1111111111111111,0.4666666666666667
2012-03-18,0.9304738720769419,0.16666666666666666,0.32142857142857145
2012-03-19,0.8190764289051105,0.125,0.6071428571428571
2012-03-20,0.9181707119830073,0.125,0.41818181818181815
2012-03-21,0.9213303321524339,0.25,0.8333333333333334
2012-03-22,1.0,0.2,0.0
2012-03-23,0.8126826283742825,0.25,0.8333333333333334
2012-03-27,0.9120506341899669,0.5,0.6666666666666666
2012-03-28,1.0,0.2,0.0
2012-03-29,0.9509457695419298,0.5,1.0
2012-03-30,1.0,0.5,0.0
2012-03-31,0.9518539694553695,0.3333333333333333,0.3333333333333333
2012-04-03,0.9838210025085632,0.25,0.5
2012-04-05,1.0,0.5,0.0
2012-04-06,1.0,0.3333333333333333,0.0
2012-04-07,0.950076996190085,0.5,0.6666666666666666
2012-04-08,0.9703510550526584,0.25,0.5
2012-04-09,0.8891809465236166,0.3333333333333333,1.0
2012-04-13,1.0,1.0,0
2012-04-14,0.8929112054732131,0.5,1.0
2012-04-16,0.9530759829909119,0.3333333333333333,0.3
2012-04-17,1.0,1.0,0
2012-04-19,1.0,0.5,0.0
2012-04-20,0.932369999674396,0.1111111111111111,0.2222222222222222
2012-04-23,1.0,1.0,0
2012-04-24,0.9362209751761941,0.14285714285714285,0.6666666666666666
2012-04-25,0.8720610641477525,0.25,0.6666666666666666
2012-04-26,1.0,1.0,0
2012-04-27,1.0,1.0,0
2012-04-29,0.9134015924715543,0.5,1.0
2012-04-30,1.0,1.0,0
2012-05-01,0.9961234860919588,0.16666666666666666,0.3333333333333333
2012-05-02,0.9918770491865908,0.05555555555555555,0.29411764705882354
2012-05-03,0.9879714966981397,0.25,0.2222222222222222
2012-05-04,0.955404751256923,0.5,0.2857142857142857
2012-05-05,0.9262922545604025,0.2,0.42857142857142855
2012-05-06,0.7042233725963557,0.3333333333333333,1.0
2012-05-07,0.8161011175735772,0.3333333333333333,0.5
2012-05-08,0.7392043272232914,0.25,0.8
2012-05-09,0.766781143239836,0.25,0.8333333333333334
2012-05-10,0.7610492769091763,0.09090909090909091,0.7454545454545455
2012-05-11,0.7179401855044594,0.14285714285714285,0.8095238095238095
2012-05-12,1.0,0.3333333333333333,0.0
2012-05-13,0.9821126155012329,0.5,0.2
2012-05-14,1.0,0.5,0.0
2012-05-15,0.9939437940641559,0.5,0.16666666666666666
2012-05-16,0.8836484649111888,0.3333333333333333,0.8333333333333334
2012-05-17,1.0,0.5,0.0
2012-05-18,0.8174935137996165,0.5,0.6666666666666666
2012-05-19,0.8431301721154758,0.5,0.6666666666666666
2012-05-20,0.9029894574732222,0.5,0.3333333333333333
2012-05-21,0.719949642178607,0.2,0.9
2012-05-22,0.9277411570304989,0.25,0.5
2012-05-23,0.8049948874656268,0.25,0.4
2012-05-24,0.8466385783043091,0.16666666666666666,0.7333333333333333
2012-05-25,1.0,1.0,0
2012-05-26,1.0,1.0,0
2012-05-27,1.0,1.0,0
2012-05-29,0.932323709939156,0.5,0.047619047619047616
2012-05-30,0.8000198121437916,0.06666666666666667,0.5904761904761905
2012-05-31,0.9967375561343577,0.3333333333333333,0.13333333333333333
2012-06-01,0.9420974395908558,0.2,0.26666666666666666
2012-06-03,1.0,1.0,0
2012-06-04,1.0,1.0,0
2012-06-05,0.8516872137584294,0.25,0.5
2012-06-06,0.9939437940641559,0.5,0.16666666666666666
2012-06-07,0.8891809465236166,0.3333333333333333,1.0
2012-06-08,1.0,1.0,0.0
2012-06-09,0.7782075406460599,0.2,0.7333333333333333
2012-06-10,0.7967075809905066,0.5,1.0
2012-06-11,0.7294661149577071,0.3333333333333333,1.0
2012-06-12,0.7689103216495798,0.3333333333333333,0.6666666666666666
2012-06-14,0.7609096232928763,0.5,1.0
2012-06-15,0.7689103216495798,0.3333333333333333,0.6666666666666666
2012-06-16,0.767056866884202,0.5,0.6666666666666666
2012-06-17,0.8174935137996165,0.5,0.6666666666666666
2012-06-18,0.7631941145484322,0.2,0.9
2012-06-19,0.8265128281245978,0.07142857142857142,0.6593406593406593
2012-06-20,0.7378264247076022,0.5,1.0
2012-06-23,0.8597186998521972,0.5,1.0
2012-06-24,0.7378264247076022,0.5,1.0
2012-06-25,0.7816781423733092,0.2,0.7
2012-06-26,0.7872958976376306,0.5,0.6666666666666666
2012-06-28,0.7648870498590236,0.5,0.6666666666666666
2012-06-29,0.7378264247076022,0.5,1.0
2012-06-30,0.9129661438664285,0.038461538461538464,0.21846153846153846
2012-07-01,0.9679534809287783,0.09090909090909091,0.18181818181818182
2012-07-02,0.8224648433987021,0.2,0.7333333333333333
2012-07-03,0.8830435266133855,0.125,0.5555555555555556
2012-07-04,0.867572286548438,0.25,0.6666666666666666
2012-07-05,0.8891809465236166,0.3333333333333333,1.0
2012-07-06,0.8477786896435313,0.25,0.8333333333333334
2012-07-07,1.0,1.0,0.0
2012-07-08,0.9725044904464192,1.0,0.3333333333333333
2012-07-09,0.8571610120490887,0.125,0.5357142857142857
2012-07-10,0.8525779326900736,0.2,0.8
2012-07-11,0.9190457704518459,0.3333333333333333,0.3333333333333333
2012-07-12,0.8477786896435313,0.25,0.8333333333333334
2012-07-13,0.8929112054732131,0.5,1.0
2012-07-14,1.0,0.5,0.0
2012-07-15,0.8840611504379884,0.125,0.6111111111111112
2012-07-16,0.9223849752362183,0.125,0.4722222222222222
2012-07-17,0.8720610641477525,0.25,0.6666666666666666
2012-07-18,0.9373691761066303,0.5,1.0
2012-07-19,0.9437258367000274,0.3333333333333333,0.3333333333333333
2012-07-20,0.8992629920319944,0.25,0.6
2012-07-21,0.9036904578863016,0.5,0.6666666666666666
2012-07-22,1.0,1.0,0.0
2012-07-23,0.8682875125544229,0.14285714285714285,0.6071428571428571
2012-07-24,0.908465248289621,0.3333333333333333,0.6666666666666666
2012-07-25,0.8929112054732131,0.5,1.0
2012-07-26,0.9889182075255729,0.07692307692307693,0.3076923076923077
2012-07-27,0.9680800025805205,0.1111111111111111,0.2222222222222222
2012-07-28,1.0,1.0,0.0
2012-07-29,1.0,1.0,0
2012-07-30,1.0,1.0,0.0
2012-07-31,0.9810048227765072,1.0,0.3333333333333333
2012-08-01,0.8837857912578424,0.125,0.5
2012-08-02,0.9236263615928645,0.16666666666666666,0.6666666666666666
2012-08-03,0.9096536551360327,0.14285714285714285,0.6190476190476191
2012-08-04,1.0,0.5,0.0
2012-08-05,1.0,0.5,0.0
2012-08-06,0.9065187553314454,0.16666666666666666,0.6190476190476191
2012-08-07,0.8923187501665194,0.2,0.4
2012-08-08,0.8290113663764177,0.3333333333333333,0.6
2012-08-09,0.826703671585754,0.2,0.5333333333333333
2012-08-10,0.8046260549346306,0.14285714285714285,0.5238095238095238
2012-08-11,0.8361488203385123,0.3333333333333333,0.6666666666666666
2012-08-13,0.8597186998521972,0.5,1.0
2012-08-14,0.9507614678330717,0.3333333333333333,0.6666666666666666
2012-08-15,0.960674756538975,0.5,0.16666666666666666
2012-08-16,0.7947886604048557,0.2,0.8
2012-08-17,1.0,1.0,0
2012-08-18,1.0,1.0,0.0
2012-08-19,0.8670870086853021,0.3333333333333333,0.6666666666666666
2012-08-20,0.749760689240316,0.14285714285714285,0.6071428571428571
2012-08-21,1.0,0.5,0.0
2012-08-22,0.8959824306634953,0.25,0.5
2012-08-24,1.0,0.5,0.0
2012-08-25,0.815437211118516,0.25,0.8333333333333334
2012-08-27,1.0,1.0,0
2012-08-28,0.8156564983695452,0.1,0.6444444444444445
2012-08-29,1.0,0.25,0.0
2012-08-30,0.8039004305860834,0.25,0.7
2012-08-31,0.9281213619340513,0.25,0.5
2012-09-01,1.0,0.25,0.0
2012-09-02,0.9373691761066303,0.5,1.0
2012-09-03,0.9465854980279171,0.5,0.42857142857142855
2012-09-04,0.8634526295685603,0.3333333333333333,0.5
2012-09-05,0.7768953723650626,0.25,0.5357142857142857
2012-09-06,0.7420197742502774,0.1111111111111111,0.7333333333333333
2012-09-07,0.9972228772654512,0.2,0.3333333333333333
2012-09-08,1.0,1.0,0
2012-09-09,1.0,1.0,0
2012-09-10,0.9134015924715543,0.5,1.0
2012-09-11,1.0,1.0,0
2012-09-12,0.9616606754064045,0.25,0.3333333333333333
2012-09-13,1.0,1.0,0.0
2012-09-15,1.0,1.0,0.0
2012-09-17,1.0,0.5,0.0
2012-09-18,0.9410430019571555,0.25,0.6666666666666666
2012-09-19,0.9300809618991231,0.3333333333333333,0.6666666666666666
2012-09-20,0.9213303321524339,0.25,0.8333333333333334
2012-09-21,1.0,1.0,0.0
2012-09-22,0.9308816524769332,0.16666666666666666,0.4666666666666667
2012-09-23,0.9249582253354298,0.1111111111111111,0.5111111111111111
2012-09-24,0.9256206008263765,0.125,0.6071428571428571
2012-09-25,0.8778581601333575,0.125,0.6428571428571429
2012-09-26,0.8867194305491771,0.125,0.6785714285714286
2012-09-27,0.9257147021572434,0.1111111111111111,0.4888888888888889
2012-09-28,0.842211314156279,0.3333333333333333,0.6666666666666666
2012-09-29,1.0,1.0,0.0
2012-09-30,0.8597186998521972,0.5,1.0
2012-10-01,1.0,1.0,0.0
2012-10-02,0.9496087840081034,0.125,0.5357142857142857
2012-10-03,1.0,1.0,0.0
2012-10-04,0.9538122105579855,0.1,0.4666666666666667
2012-10-05,0.9472182598830923,0.14285714285714285,0.5
2012-10-06,1.0,0.3333333333333333,0.0
2012-10-07,0.9018894530939258,0.25,0.6666666666666666
2012-10-08,0.902914127609288,0.1,0.7333333333333333
2012-10-09,0.9468449897002853,0.25,0.3333333333333333
2012-10-10,0.856201190877509,0.2,0.5
2012-10-11,0.8231817979910552,0.5,1.0
2012-10-12,0.8518532221812924,0.14285714285714285,0.6666666666666666
2012-10-13,1.0,1.0,0
2012-10-14,1.0,1.0,0
2012-10-15,0.9210956034442898,0.3333333333333333,0.5
2012-10-16,0.9782590638235995,0.14285714285714285,0.47619047619047616
2012-10-17,0.9303703374163677,0.25,0.3333333333333333
2012-10-18,0.8815297273709032,0.14285714285714285,0.6111111111111112
2012-10-19,0.9519504552754194,0.5,0.38095238095238093
2012-10-20,0.9309079336266263,0.2,0.6
2012-10-22,0.8338209047181857,0.14285714285714285,0.6666666666666666
2012-10-23,0.7818140937712857,0.2,0.7333333333333333
2012-10-24,0.8929935638057652,0.07692307692307693,0.6153846153846154
2012-10-25,0.9978689615614192,0.125,0.25
2012-10-26,0.9449165752282906,0.125,0.4642857142857143
2012-10-27,1.0,1.0,0.0
2012-10-28,1.0,1.0,0.0
2012-10-29,0.8054387771042497,0.14285714285714285,0.7142857142857143
2012-10-30,0.8720610641477525,0.25,0.6666666666666666
2012-10-31,0.888919818277927,0.125,0.2857142857142857
2012-11-01,0.9219084924203046,0.2,0.6
2012-11-02,0.8645650733107506,0.2,0.4
2012-11-03,1.0,0.5,0.0
2012-11-04,0.940337757921496,0.16666666666666666,0.5333333333333333
2012-11-05,0.8904782777657111,0.3333333333333333,0.2545454545454545
2012-11-06,0.8176712132333953,0.2,0.6785714285714286
2012-11-07,0.8715129398088824,0.1,0.509090909090909
2012-11-08,0.8848814582717242,0.1,0.5777777777777777
2012-11-09,0.8882126603029025,0.07692307692307693,0.6153846153846154
2012-11-10,0.7511166436764766,0.16666666666666666,0.6666666666666666
2012-11-11,1.0,0.5,0.0
2012-11-12,0.8202153013177393,0.0625,0.6
2012-11-13,1.0,0.5,0.0
2012-11-14,0.8793753614331362,0.1111111111111111,0.5555555555555556
2012-11-15,0.9448187037629361,0.0625,0.5916666666666667
2012-11-16,0.9279591530981869,0.125,0.5151515151515151
2012-11-17,0.8907856636923885,0.06666666666666667,0.43333333333333335
2012-11-18,0.8443933677160415,0.2,0.5333333333333333
2012-11-19,0.8075620970405598,0.125,0.6428571428571429
2012-11-20,0.8001758742793595,0.2,0.8666666666666667
2012-11-21,0.8240225760494109,0.1,0.7090909090909091
2012-11-22,0.8514771039356865,0.1111111111111111,0.5111111111111111
2012-11-23,0.8199407494513387,0.09090909090909091,0.5818181818181818
2012-11-24,0.8551041303895724,0.25,0.42857142857142855
2012-11-25,0.8982351040504314,0.3333333333333333,0.25
2012-11-26,0.8160934994476902,0.058823529411764705,0.6535947712418301
2012-11-27,0.8496853537490398,0.06666666666666667,0.6190476190476191
2012-11-28,0.9129287919428342,0.125,0.6071428571428571
2012-11-29,0.9499270705616549,0.1,0.34545454545454546
2012-11-30,0.9252714985598117,0.14285714285714285,0.5714285714285714
2012-12-01,0.9303703374163677,0.25,0.3333333333333333
2012-12-02,0.9399709365238775,0.16666666666666666,0.47619047619047616
2012-12-03,0.9603704478308195,0.3333333333333333,0.35555555555555557
2012-12-04,0.8881311891742245,0.1,0.5303030303030303
2012-12-05,0.8774299777605805,0.125,0.6071428571428571
2012-12-06,0.8555272658191085,0.2,0.5
2012-12-07,0.7188653526316824,0.1111111111111111,0.75
2012-12-08,0.6948055855705375,0.2,0.7142857142857143
2012-12-09,0.7735463681402979,0.16666666666666666,0.5164835164835165
2012-12-10,0.6604393293463124,0.1,0.7272727272727273
2012-12-11,0.7604807359844805,0.1,0.5769230769230769
2012-12-12,0.8165300605799389,0.1111111111111111,0.6388888888888888
2012-12-13,0.8205105849782686,0.1111111111111111,0.5833333333333334
2012-12-14,0.8331260627442911,0.16666666666666666,0.2857142857142857
2012-12-15,0.7181851209662424,0.25,0.6666666666666666
2012-12-16,0.7521728881423635,0.25,0.7
2012-12-17,0.7194103240254538,0.1,0.6666666666666666
2012-12-18,0.7959870298385014,0.125,0.6388888888888888
2012-12-19,0.7521479337606066,0.07142857142857142,0.7362637362637363
2012-12-20,0.7999594940004426,0.05555555555555555,0.6405228758169934
2012-12-21,0.8451607790056135,0.125,0.3787878787878788
2012-12-22,0.8300629444111162,0.0625,0.4666666666666667
2012-12-23,0.8325563668782647,0.5,0.5333333333333333
2012-12-24,0.8057741556456505,0.1111111111111111,0.4722222222222222
2012-12-25,0.8328236564020758,0.5,0.5714285714285714
2012-12-26,0.8061190945939495,0.125,0.5111111111111111
2012-12-27,0.7883580280750655,0.045454545454545456,0.7532467532467533
2012-12-28,0.8282819199520156,0.14285714285714285,0.4727272727272727
2012-12-29,0.8305880463098968,0.25,0.34545454545454546
2012-12-30,0.7632804716567748,0.09090909090909091,0.4727272727272727
2012-12-31,0.8164011592804608,0.043478260869565216,0.6092307692307692
2013-01-01,0.9308979673310369,0.2,0.7
2013-01-02,0.9980131293909231,0.25,0.06666666666666667
2013-01-03,0.8712033433493729,0.14285714285714285,0.5714285714285714
2013-01-04,0.9481926680146515,0.1111111111111111,0.41025641025641024
2013-01-05,0.8741435337984133,0.16666666666666666,0.7142857142857143
2013-01-06,0.9886537132355111,0.5,0.2
2013-01-07,0.7259111476410519,0.09090909090909091,0.7727272727272727
2013-01-08,0.809762858205929,0.14285714285714285,0.4722222222222222
2013-01-09,0.980295330601198,0.1111111111111111,0.25
2013-01-10,0.8835915298178088,0.09090909090909091,0.5151515151515151
2013-01-11,0.8167701902511972,0.09090909090909091,0.5636363636363636
2013-01-12,0.8507680524179335,0.3333333333333333,0.5
2013-01-13,0.8960009509184139,0.125,0.4722222222222222
2013-01-14,0.8755114934224998,0.3333333333333333,0.47619047619047616
2013-01-15,0.8455075736920689,0.08333333333333333,0.6060606060606061
2013-01-16,0.9334053214693631,0.16666666666666666,0.39285714285714285
2013-01-17,0.8983957587251312,0.25,0.6
2013-01-18,0.9389875971085101,0.14285714285714285,0.35555555555555557
2013-01-19,0.9201782704564572,0.5,0.38095238095238093
2013-01-20,0.8715942575016254,0.09090909090909091,0.2948717948717949
2013-01-21,0.7522400337972496,0.06666666666666667,0.6857142857142857
2013-01-22,0.8135782492290682,0.07142857142857142,0.4945054945054945
2013-01-23,0.8083718983564109,0.3333333333333333,0.5277777777777778
2013-01-24,0.8075820042902367,0.06666666666666667,0.5583333333333333
2013-01-25,0.9450337020487983,0.08333333333333333,0.5164835164835165
2013-01-26,0.8930967765462172,0.07692307692307693,0.47619047619047616
2013-01-27,0.9444109605816985,1.0,0.4666666666666667
2013-01-28,0.9150645470007389,0.08333333333333333,0.4230769230769231
2013-01-29,0.9165593991433041,0.06666666666666667,0.525
2013-01-30,0.9431035112534487,0.08333333333333333,0.5
2013-01-31,0.955546445040787,0.14285714285714285,0.42857142857142855
2013-02-01,0.9467598749229221,0.1,0.4727272727272727
2013-02-02,0.9326022691866371,0.08333333333333333,0.358974358974359
2013-02-03,0.9437334508565279,0.16666666666666666,0.42857142857142855
2013-02-04,0.9165878491530546,0.1,0.6
2013-02-05,0.9403834464769645,0.14285714285714285,0.4444444444444444
2013-02-06,0.9330162708806785,0.058823529411764705,0.42483660130718953
2013-02-07,0.8193892794256593,0.09090909090909091,0.7121212121212122
2013-02-08,0.842204087306969,0.1111111111111111,0.6111111111111112
2013-02-09,0.7653934797141528,0.3333333333333333,0.6666666666666666
2013-02-10,0.7550115157262308,0.25,0.8333333333333334
2013-02-11,0.784198958093536,0.1,0.7777777777777778
2013-02-12,0.8054002328327374,0.09090909090909091,0.7454545454545455
2013-02-13,0.906246321499635,0.14285714285714285,0.6428571428571429
2013-02-14,0.8513081327552833,0.25,0.8333333333333334
2013-02-15,0.7827995321961969,0.16666666666666666,0.8
2013-02-16,1.0,0.5,0.0
2013-02-17,1.0,1.0,0.0
2013-02-18,0.8091116717441053,0.05,0.4963768115942029
2013-02-19,0.7522747574005786,0.058823529411764705,0.6985294117647058
2013-02-20,0.7466332233006742,0.1,0.5454545454545454
2013-02-21,0.9589982011164313,0.14285714285714285,0.25
2013-02-22,1.0,0.5,0.0
2013-02-23,0.8329762261778096,0.25,0.6666666666666666
2013-02-24,0.7329188191507168,0.14285714285714285,0.8214285714285714
2013-02-25,0.9783606965029226,1.0,0.3333333333333333
2013-02-26,0.8321524798545505,0.1111111111111111,0.6666666666666666
2013-02-27,0.856026916332229,0.1111111111111111,0.6
2013-02-28,0.8778307665426652,0.125,0.6428571428571429
2013-03-01,0.8826625825503825,0.125,0.5833333333333334
2013-03-02,0.8970534913927105,0.2,0.5333333333333333
2013-03-03,0.8706280317145385,0.14285714285714285,0.5357142857142857
2013-03-04,0.8436161072904595,0.08333333333333333,0.6813186813186813
2013-03-05,0.7746945344610706,0.09090909090909091,0.5769230769230769
2013-03-06,0.7652114909121845,0.2,0.6
2013-03-07,0.7354155784788765,0.04,0.6566666666666666
2013-03-08,0.8078331304496784,0.08333333333333333,0.5164835164835165
2013-03-09,0.8047579034034832,0.25,0.4696969696969697
2013-03-10,0.7835489233575446,0.1,0.5769230769230769
2013-03-11,0.8017760070242571,0.125,0.6025641025641025
2013-03-12,0.8530987319669818,0.07142857142857142,0.35177865612648224
2013-03-13,0.7977632524234374,0.06666666666666667,0.5047619047619047
2013-03-14,0.7777120995100422,0.5,0.6095238095238096
2013-03-15,0.792179082211489,0.1,0.44871794871794873
2013-03-16,0.8108174514729384,0.5,0.4444444444444444
2013-03-17,0.802399400587676,0.07142857142857142,0.5816993464052288
2013-03-18,0.8289666664691834,0.07142857142857142,0.5098039215686274
2013-03-19,0.7789303416399845,0.14285714285714285,0.5714285714285714
2013-03-20,0.8095025947318044,0.058823529411764705,0.6102941176470589
2013-03-21,0.8087716520455275,0.08333333333333333,0.6025641025641025
2013-03-22,0.8134188996691407,0.07142857142857142,0.5904761904761905
2013-03-23,0.8112249709795075,0.07142857142857142,0.5274725274725275
2013-03-24,0.8217060003659865,0.07692307692307693,0.5333333333333333
2013-03-25,0.8266977086514308,0.058823529411764705,0.46320346320346323
2013-03-26,0.7953249749597624,0.09090909090909091,0.6
2013-03-27,0.9608249216424681,1.0,0.4
2013-03-28,0.9367299976278467,0.2,0.47619047619047616
2013-03-29,0.9013513276631817,0.1,0.45454545454545453
2013-03-31,0.8807047000594925,0.1,0.6222222222222222
2013-04-01,0.893238151090892,0.125,0.5
2013-04-02,0.9581437853772548,0.3333333333333333,0.4666666666666667
2013-04-03,0.8263690959549875,0.08333333333333333,0.7424242424242424
2013-04-04,0.7891001777116667,0.1111111111111111,0.7111111111111111
2013-04-05,0.8372171328926127,0.07142857142857142,0.5916666666666667
2013-04-06,0.8394218910529351,0.3333333333333333,0.3
2013-04-07,0.7527930229892802,0.125,0.6944444444444444
2013-04-08,0.8360291041285755,0.125,0.5555555555555556
2013-04-09,0.7739415485140111,0.16666666666666666,0.7142857142857143
2013-04-10,0.8168274836284443,0.08333333333333333,0.7032967032967034
2013-04-11,0.7886820293191458,0.16666666666666666,0.8666666666666667
2013-04-12,1.0,0.2,0.0
2013-04-13,0.994633141975232,0.125,0.25
2013-04-14,0.7737136745038266,0.1111111111111111,0.5277777777777778
2013-04-15,0.7925781373133208,0.125,0.75
2013-04-16,0.8137711058570953,0.1,0.41818181818181815
2013-04-17,0.8128174227896932,0.07692307692307693,0.5934065934065934
2013-04-18,0.847980005671596,0.16666666666666666,0.5555555555555556
2013-04-19,0.8986776544421418,0.2,0.6
2013-04-20,0.9070221014764082,0.25,0.5
2013-04-22,0.8759621070855406,0.07142857142857142,0.45588235294117646
2013-04-23,0.8837398766837802,0.14285714285714285,0.38095238095238093
2013-04-24,0.8723652513200398,0.1111111111111111,0.5606060606060606
2013-04-25,0.8805936806050138,0.125,0.5
2013-04-26,0.7191167287283926,0.1,0.7333333333333333
2013-04-27,0.9185494721105402,0.2,0.4
2013-04-28,1.0,0.3333333333333333,0.0
2013-04-29,0.7985217994119146,0.1,0.6222222222222222
