pr_number,priorities_number,author_identity,has_labels,mergable_state,has_assignees_content,is_weekday,comment_num,review_comment_num,commit_num,file_changed_num,total_add_line,total_delete_line,label_count,workload,pre_prs,change_num,accept_num,close_num,review_num,participants_count,title_words,body_words,has_bug,has_document,has_feature,has_improve,has_refactor
8,4,0,0,0,0,1,2,1,1,1,1,4,0,4,2,2,2,2,0,1,2,4,0,0,0,0,0
12,4,2,0,0,0,1,2,1,1,1,4,0,0,4,2,2,2,2,0,1,4,1,0,0,1,0,0
14,2,0,0,0,0,1,0,1,0,0,0,4,0,4,2,2,1,2,0,1,4,0,0,0,0,0,0
16,4,1,0,0,0,1,4,1,0,0,0,0,0,4,2,2,2,2,0,4,4,4,0,0,0,0,0
17,0,1,0,2,0,0,0,0,0,0,0,1,0,4,2,2,2,2,0,0,4,1,0,0,0,0,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,4,2,0,0,0,0,0
22,3,0,0,0,0,0,4,1,1,0,0,1,0,3,1,0,1,1,0,4,0,3,0,0,0,0,0
24,3,2,0,0,0,1,1,1,0,0,0,0,0,3,2,1,1,2,0,1,2,4,0,0,0,0,0
28,3,2,0,2,0,1,2,0,1,2,1,4,0,4,1,1,1,1,0,0,4,3,0,0,0,0,0
29,2,2,0,0,0,1,4,1,1,2,1,4,0,4,1,1,1,1,0,4,2,4,0,0,0,0,0
30,3,0,0,0,0,1,4,1,0,0,1,0,0,3,1,0,1,1,0,4,0,3,0,0,0,0,0
32,1,0,0,0,0,1,0,1,1,2,1,2,0,4,2,2,2,2,0,0,3,2,0,0,0,0,0
38,2,0,0,0,0,1,0,1,0,0,0,0,0,4,2,2,2,2,0,0,4,1,0,0,0,0,0
39,3,0,0,0,0,1,2,1,0,0,0,0,0,3,1,0,1,1,0,1,4,2,0,0,0,0,0
41,4,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,0,1,0,1,1,0,0,1,0,0,0
45,4,0,0,0,0,1,2,1,1,0,2,1,0,4,2,2,2,2,0,1,3,4,0,0,0,0,0
46,4,0,0,0,0,1,4,1,1,2,3,2,0,4,2,2,1,2,0,4,1,3,0,0,0,0,0
47,4,0,0,0,0,0,4,1,0,0,0,0,0,4,1,0,0,0,0,4,1,3,0,0,0,0,0
49,3,0,0,0,0,1,4,1,1,2,3,2,0,4,2,2,2,2,0,4,3,4,0,0,0,0,0
50,0,2,0,2,0,0,0,1,0,0,0,2,0,4,2,2,2,2,0,0,2,0,0,0,1,0,0
52,3,0,0,0,0,1,0,1,1,2,3,2,0,3,2,2,2,2,0,0,2,3,0,0,0,0,0
53,3,2,0,0,0,1,1,1,1,0,0,1,0,3,1,1,1,1,0,1,2,2,0,0,0,0,0
54,3,0,0,0,0,1,0,1,0,0,0,1,0,3,2,2,1,2,0,0,2,0,1,0,0,0,0
55,3,0,0,0,0,1,4,1,1,0,3,0,0,3,1,1,1,2,0,4,4,3,0,0,0,0,0
56,3,0,0,0,0,1,4,1,1,1,3,2,0,2,2,2,2,2,0,4,4,4,0,0,0,0,0
61,2,0,0,0,0,1,0,1,0,0,2,1,0,3,2,2,2,2,0,0,0,0,0,0,0,0,0
62,4,0,0,0,0,1,2,1,1,2,3,2,0,3,2,2,2,2,0,1,4,4,0,0,0,0,0
63,3,0,0,0,0,0,4,1,1,2,3,2,0,3,2,2,2,2,0,4,4,4,0,0,0,0,0
