pr_number,priorities_number,author_identity,has_labels,mergable_state,has_assignees_content,self_accept_rate,self_closed_num_rate,self_contribution_rate,project_accept_rate,is_weekday,comment_num,review_comment_num,commit_num,file_changed_num,total_add_line,total_delete_line,label_count,workload,pre_prs,change_num,accept_num,close_num,review_num,participants_count,title_words,body_words,has_bug,has_document,has_feature,has_improve,has_refactor,deletions_per_week,additions_per_week,changes_per_week,per_lines_deleted_week_days,per_lines_added_week_days,per_lines_changed_week_days,deletions_per_pr,additions_per_pr,changes_per_pr,commits_average,comments_per_closed_pr,comments_per_merged_pr,close_latency,merge_latency
557,4,0,0,0,0,0.4,1.0,0.011933174224343675,0.2386634844868735,1,1,0,1,1,5,5,0,3,5,632,2,5,0,2,7,15,0,0,0,0,0,703.5247524752475,1192.1386138613861,1895.6633663366338,133.375,520.5694444444445,653.9444444444445,173.0835322195704,290.25059665871123,463.3341288782816,3.964200477326969,2.4326923076923075,2.6,16.504807692307693,8.32
558,1,2,0,0,0,0.9111111111111111,1.0,0.10714285714285714,0.24761904761904763,1,1,0,1,5,2,385,0,0,45,13035,41,45,0,2,7,16,0,0,0,0,0,703.5247524752475,1192.1386138613861,1895.6633663366338,131.6164383561644,513.5068493150685,645.1232876712329,172.68333333333334,289.57142857142856,462.2547619047619,3.9571428571428573,2.414285714285714,2.519230769230769,16.357142857142858,8.038461538461538
560,3,0,0,0,0,0.5,1.0,0.014251781472684086,0.24703087885985747,0,1,0,1,1,1,1,0,1,6,642,3,6,0,2,5,13,0,0,0,0,0,703.5247524752475,1192.1386138613861,1895.6633663366338,58.12,57.48,115.6,173.18764845605702,288.88836104513064,462.0760095011876,3.9501187648456058,2.414285714285714,2.519230769230769,16.357142857142858,8.038461538461538
561,2,1,0,0,0,0.8571428571428571,1.0,0.016587677725118485,0.24881516587677724,0,5,0,1,7,7,0,0,1,7,2367,6,7,0,3,5,77,0,0,0,0,0,703.5247524752475,1192.1386138613861,1895.6633663366338,55.92307692307692,55.30769230769231,111.23076923076923,172.77962085308056,288.20616113744074,460.98578199052133,3.943127962085308,2.4109263657957243,2.5047619047619047,16.320665083135392,7.9714285714285715
563,4,1,1,0,0,0.875,1.0,0.018912529550827423,0.25059101654846333,0,2,0,1,8,15,15,1,1,8,2374,7,8,0,2,4,0,0,0,0,0,0,703.5247524752475,1192.1386138613861,1895.6633663366338,53.851851851851855,53.51851851851852,107.37037037037037,172.37115839243498,287.54137115839245,459.9125295508274,3.9361702127659575,2.4170616113744074,2.5283018867924527,16.28436018957346,7.90566037735849
564,1,2,0,0,0,0.9130434782608695,1.0,0.10849056603773585,0.25471698113207547,0,2,0,1,6,14,227,0,0,46,13422,42,46,0,3,6,27,0,0,0,0,0,703.5247524752475,1192.1386138613861,1895.6633663366338,52.464285714285715,52.142857142857146,104.60714285714286,172.0,286.89858490566036,458.89858490566036,3.9292452830188678,2.4127358490566038,2.509259259259259,16.212264150943398,7.777777777777778
569,3,2,0,0,0,0.9148936170212766,1.0,0.11058823529411765,0.2564705882352941,1,1,0,1,1,11,4,0,0,47,13663,43,47,0,2,10,24,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,308.9344262295082,358.9016393442623,667.8360655737705,172.12941176470588,286.2564705882353,458.38588235294117,3.9223529411764706,2.411764705882353,2.5045871559633026,16.176470588235293,7.715596330275229
570,1,1,0,2,0,1,0,0.0,0.25586854460093894,1,12,18,4,84,1192,6693,0,1,0,0,0,0,0,4,6,313,0,0,0,1,0,717.2058823529412,1192.735294117647,1909.9411764705883,304.01612903225805,353.2903225806452,657.3064516129032,171.73474178403757,285.61032863849766,457.34507042253523,3.915492957746479,2.411764705882353,2.5045871559633026,16.176470588235293,7.715596330275229
571,2,2,0,0,0,0.9166666666666666,1.0,0.11241217798594848,0.2576112412177986,1,4,2,1,13,261,401,0,1,48,13678,44,48,22,2,4,80,1,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,307.68674698795184,174.75903614457832,482.4457831325301,187.0070257611241,287.73302107728335,474.7400468384075,3.9156908665105385,2.408450704225352,2.4909090909090907,16.140845070422536,7.654545454545454
572,4,1,0,0,0,0.8888888888888888,1.0,0.02102803738317757,0.25934579439252337,1,2,0,1,1,1,1,0,1,9,2404,8,9,0,3,7,33,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,308.79761904761904,175.78571428571428,484.5833333333333,187.5070093457944,287.67056074766356,475.1775700934579,3.9088785046728973,2.4121779859484778,2.5045045045045047,16.105386416861826,7.594594594594595
573,3,1,0,0,0,0.9,1.0,0.023310023310023312,0.26107226107226106,1,1,0,1,1,1,1,0,1,10,2406,9,10,0,2,7,56,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,305.1764705882353,173.72941176470587,478.90588235294115,187.07226107226109,287.002331002331,474.0745920745921,3.902097902097902,2.411214953271028,2.5,16.070093457943926,7.535714285714286
574,3,2,0,0,0,0.9183673469387755,1.0,0.11395348837209303,0.26046511627906976,1,5,0,1,22,16,1740,0,2,49,14340,45,49,0,3,5,59,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,301.63953488372096,171.72093023255815,473.36046511627904,186.63953488372093,286.33720930232556,472.9767441860465,3.895348837209302,2.411214953271028,2.5,16.070093457943926,7.535714285714286
575,4,1,0,0,0,0.8181818181818182,0.9090909090909091,0.025522041763341066,0.25986078886310904,1,4,0,2,1,32,36,0,3,11,2408,10,10,0,4,3,359,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,318.17241379310343,169.93103448275863,488.1034482758621,190.24361948955917,285.7099767981438,475.953596287703,3.8886310904872388,2.411214953271028,2.5,16.070093457943926,7.535714285714286
576,4,1,0,0,0,0.9166666666666666,1.0,0.027777777777777776,0.2662037037037037,1,0,0,1,1,4,4,0,1,12,2476,11,12,0,1,8,15,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,314.96590909090907,168.36363636363637,483.32954545454544,189.88657407407408,285.12268518518516,475.00925925925924,3.884259259259259,2.417633410672854,2.5217391304347827,15.965197215777263,7.3652173913043475
577,3,1,0,0,0,0.9230769230769231,1.0,0.03002309468822171,0.2678983833718245,1,2,0,1,1,1,1,0,1,13,2484,12,13,0,3,11,0,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,311.4719101123595,166.51685393258427,477.9887640449438,189.45727482678984,284.47344110854505,473.9307159353349,3.8775981524249423,2.412037037037037,2.5,15.930555555555555,7.310344827586207
578,3,0,0,2,0,1.0,1.0,0.0069124423963133645,0.2672811059907834,1,3,0,1,2,19,0,0,2,3,6,3,3,0,2,7,13,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,308.02222222222224,164.67777777777778,472.7,189.02304147465438,283.82027649769583,472.84331797235023,3.870967741935484,2.412037037037037,2.5,15.930555555555555,7.310344827586207
580,3,2,0,0,0,0.92,1.0,0.11494252873563218,0.2689655172413793,1,1,0,1,4,17,1,0,1,50,16096,46,50,0,2,4,28,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,304.6373626373626,163.07692307692307,467.7142857142857,188.58850574712645,283.21149425287354,471.8,3.864367816091954,2.412442396313364,2.4957264957264957,15.861751152073733,7.256410256410256
581,3,2,0,0,0,0.9215686274509803,1.0,0.11697247706422019,0.2706422018348624,1,1,1,1,10,126,114,0,1,51,16114,47,51,23,2,8,51,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,301.3369565217391,161.4891304347826,462.82608695652175,188.15825688073394,282.60091743119267,470.7591743119266,3.8577981651376145,2.4091954022988507,2.483050847457627,15.827586206896552,7.203389830508475
582,1,0,0,0,0,0.5714285714285714,1.0,0.016018306636155607,0.2700228832951945,1,2,8,2,2,38,18,0,2,7,644,4,7,7,2,3,127,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,299.3225806451613,161.10752688172042,460.4301075268817,187.98855835240275,282.24256292906176,470.23112128146454,3.851258581235698,2.4091954022988507,2.483050847457627,15.827586206896552,7.203389830508475
583,2,2,0,0,0,0.9230769230769231,1.0,0.1187214611872146,0.271689497716895,1,2,0,1,15,374,1395,0,2,52,16354,48,52,0,2,5,35,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,95.3780487804878,409.8170731707317,505.1951219512195,187.60045662100455,281.6849315068493,469.2853881278539,3.84703196347032,2.4059633027522938,2.4705882352941178,15.793577981651376,7.151260504201681
585,2,2,0,0,0,0.9245283018867925,1.0,0.12072892938496584,0.275626423690205,1,16,0,1,75,1181,5708,0,1,53,18123,49,53,0,3,6,104,0,0,0,1,0,717.2058823529412,1192.735294117647,1909.9411764705883,111.03614457831326,409.3855421686747,520.4216867469879,190.3507972665148,281.8952164009112,472.246013667426,3.8405466970387243,2.404109589041096,2.4628099173553717,15.726027397260275,7.049586776859504
586,3,2,0,0,0,0.9074074074074074,0.9814814814814815,0.12272727272727273,0.275,1,0,0,1,1,5,2,0,1,54,25012,50,53,0,1,10,33,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,177.66666666666666,418.57142857142856,596.2380952380952,202.8909090909091,283.93863636363636,486.82954545454544,3.834090909090909,2.425968109339408,2.4628099173553717,15.694760820045557,7.049586776859504
587,4,2,0,0,0,0.8909090909090909,0.9636363636363636,0.12471655328798185,0.2743764172335601,1,2,0,1,14,48,1014,0,2,55,25019,51,53,0,1,6,35,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,175.6,413.70588235294116,589.3058823529411,202.43537414965985,283.3061224489796,485.74149659863946,3.8276643990929706,2.425968109339408,2.4628099173553717,15.694760820045557,7.049586776859504
588,4,2,0,0,0,0.9107142857142857,0.9821428571428571,0.12669683257918551,0.27828054298642535,1,1,0,1,46,24,36,0,1,56,26081,52,55,0,2,7,0,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,185.34883720930233,409.45348837209303,594.8023255813954,204.2714932126697,282.7737556561086,487.0452488687783,3.821266968325792,2.419501133786848,2.4390243902439024,15.628117913832199,6.951219512195122
589,4,2,0,0,0,0.9122807017543859,0.9824561403508771,0.12866817155756208,0.2799097065462754,1,0,0,1,28,1191,32,0,1,57,26141,53,56,0,1,6,0,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,183.632183908046,405.02298850574715,588.6551724137931,203.89164785553046,282.1896162528217,486.0812641083522,3.81489841986456,2.416289592760181,2.4274193548387095,15.595022624434389,6.903225806451613
590,4,2,0,0,0,0.896551724137931,0.9655172413793104,0.13063063063063063,0.27927927927927926,1,4,0,1,8,1,229,0,2,58,27364,54,56,0,3,6,0,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,181.9090909090909,413.95454545454544,595.8636363636364,203.5045045045045,284.2364864864865,487.740990990991,3.8085585585585586,2.416289592760181,2.4274193548387095,15.595022624434389,6.903225806451613
591,4,2,0,0,0,0.9152542372881356,0.9830508474576272,0.13258426966292136,0.28314606741573034,1,0,0,1,3,3,20,0,1,59,27594,55,58,0,1,6,0,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,182.43820224719101,409.314606741573,591.7528089887641,203.56179775280899,283.6,487.161797752809,3.802247191011236,2.4144144144144146,2.4206349206349205,15.52927927927928,6.809523809523809
592,0,2,0,0,0,0.9333333333333333,1.0,0.13452914798206278,0.28699551569506726,1,4,0,2,199,880,0,0,0,60,27617,56,60,0,1,4,3,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,81.45569620253164,153.8860759493671,235.34177215189874,203.15022421524662,282.9708520179372,486.1210762331838,3.795964125560538,2.4394618834080717,2.5078125,15.464125560538116,6.71875
593,3,2,0,0,0,0.9180327868852459,0.9836065573770492,0.13646532438478748,0.28635346756152125,1,2,2,1,54,74,2765,0,1,61,28497,57,60,25,2,10,20,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,80.4375,162.9625,243.4,202.69574944071587,284.30648769574947,487.00223713646534,3.791946308724832,2.4394618834080717,2.5078125,15.464125560538116,6.71875
594,2,2,0,0,0,0.9032258064516129,0.967741935483871,0.13839285714285715,0.2857142857142857,1,1,0,1,1,2,2,0,2,62,31336,58,60,0,2,4,0,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,113.58024691358025,161.8641975308642,275.44444444444446,208.41517857142858,283.83705357142856,492.25223214285717,3.7857142857142856,2.4394618834080717,2.5078125,15.464125560538116,6.71875
595,2,2,0,0,0,0.9047619047619048,0.9682539682539683,0.1403118040089087,0.2873051224944321,1,1,0,1,48,25,50935,0,2,63,31340,59,61,0,2,7,15,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,112.21951219512195,159.91463414634146,272.1341463414634,207.9554565701559,283.2093541202673,491.16481069042317,3.779510022271715,2.4384787472035794,2.503875968992248,15.431767337807607,6.674418604651163
596,4,2,0,2,0,1,0,0.0,0.2866666666666667,1,0,0,1,1,13,1,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,724.5421686746988,158.289156626506,882.8313253012049,320.6822222222222,282.6355555555556,603.3177777777778,3.7733333333333334,2.4384787472035794,2.503875968992248,15.431767337807607,6.674418604651163
598,3,2,0,0,0,0.921875,0.984375,0.1419068736141907,0.29046563192904656,1,3,4,1,11,187,84,0,1,64,82300,60,63,26,2,7,66,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,715.9285714285714,156.5595238095238,872.4880952380952,319.97339246119736,282.0376940133038,602.0110864745011,3.7671840354767183,2.4266666666666667,2.480916030534351,15.335555555555555,6.587786259541985
599,0,2,0,0,0,0.9230769230769231,0.9846153846153847,0.14380530973451328,0.2920353982300885,1,6,1,1,11,178,80,0,1,65,82571,61,64,27,3,3,33,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,708.4941176470588,156.91764705882352,865.4117647058823,319.4513274336283,281.8274336283186,601.2787610619469,3.7610619469026547,2.4279379157427936,2.484848484848485,15.303769401330378,6.545454545454546
600,4,2,0,0,0,0.9090909090909091,0.9696969696969697,0.1456953642384106,0.2913907284768212,1,1,0,1,1,5,0,0,2,66,82829,62,64,0,2,7,0,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,701.1860465116279,157.1627906976744,858.3488372093024,318.92273730684326,281.59823399558496,600.5209713024283,3.7549668874172184,2.4279379157427936,2.484848484848485,15.303769401330378,6.545454545454546
601,3,1,0,0,0,0.9285714285714286,1.0,0.030837004405286344,0.29295154185022027,1,7,0,1,2,51,27,0,2,14,2486,13,14,0,3,2,147,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,693.1264367816092,155.41379310344828,848.5402298850574,318.22026431718064,280.988986784141,599.2092511013216,3.748898678414097,2.424778761061947,2.473684210526316,15.27212389380531,6.503759398496241
602,4,1,0,0,0,0.9333333333333333,1.0,0.03296703296703297,0.2945054945054945,1,1,0,1,1,4,3,0,2,15,2564,14,15,0,2,9,62,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,685.5568181818181,154.22727272727272,839.7840909090909,317.5802197802198,280.4835164835165,598.0637362637362,3.742857142857143,2.4348785871964678,2.5074626865671643,15.240618101545254,6.462686567164179
603,4,2,0,0,0,0.9104477611940298,0.9701492537313433,0.14692982456140352,0.29385964912280704,1,2,3,1,6,4,47,0,3,67,82834,63,65,28,3,4,62,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,677.8876404494382,152.53932584269663,830.4269662921348,316.890350877193,279.87719298245617,596.7675438596491,3.736842105263158,2.4348785871964678,2.5074626865671643,15.240618101545254,6.462686567164179
604,3,1,0,0,0,0.9375,1.0,0.0350109409190372,0.2975929978118162,1,2,0,1,1,14,18,0,2,16,2571,15,16,0,2,14,82,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,670.8777777777777,150.88888888888889,821.7666666666667,316.29978118161927,279.27352297592995,595.5733041575493,3.7308533916849016,2.4307692307692306,2.4926470588235294,15.178021978021977,6.382352941176471
605,4,2,0,0,0,0.9117647058823529,0.9705882352941176,0.14847161572052403,0.29912663755458513,1,0,0,1,2,0,47,0,2,68,82885,64,66,0,1,5,22,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,663.7032967032967,149.3846153846154,813.0879120879121,315.6484716157205,278.6943231441048,594.3427947598253,3.7248908296943233,2.4298245614035086,2.489051094890511,15.146929824561404,6.343065693430657
606,2,2,0,0,0,0.9130434782608695,0.9710144927536232,0.1503267973856209,0.3006535947712418,1,2,2,1,19,261,298,0,2,69,82932,65,67,29,1,8,45,0,1,0,0,1,717.2058823529412,1192.735294117647,1909.9411764705883,657.0,147.7608695652174,804.7608695652174,315.0631808278867,278.0871459694989,593.1503267973857,3.718954248366013,2.424507658643326,2.471014492753623,15.11597374179431,6.304347826086956
607,2,0,0,0,0,0.625,1.0,0.017391304347826087,0.30217391304347824,1,3,5,1,2,4,2,0,2,8,700,5,8,9,3,5,4,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,135.04054054054055,506.5945945945946,641.6351351351351,315.02608695652174,278.05,593.0760869565217,3.7130434782608694,2.423580786026201,2.4676258992805757,15.085152838427948,6.266187050359712
608,4,2,0,0,0,0.9142857142857143,0.9714285714285714,0.15184381778741865,0.3036876355748373,1,0,0,1,1,16,0,0,2,70,83491,66,68,0,1,5,0,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,133.26666666666668,499.8933333333333,633.16,314.3470715835141,277.45553145336225,591.8026030368763,3.707158351409978,2.4248366013071894,2.4714285714285715,15.05446623093682,6.228571428571429
609,4,0,0,0,0,1.0,1.0,0.004329004329004329,0.3051948051948052,1,1,0,1,1,0,1,0,2,2,199,2,2,0,2,6,8,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,131.51315789473685,493.5263157894737,625.0394736842105,313.6666666666667,276.88961038961037,590.556277056277,3.7012987012987013,2.4195652173913045,2.4539007092198584,15.023913043478261,6.191489361702128
610,2,1,0,2,0,0.9411764705882353,1.0,0.0367170626349892,0.30669546436285094,0,2,0,1,2,160,0,0,2,17,2603,16,17,0,2,9,57,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,58.48275862068966,50.827586206896555,109.3103448275862,312.99136069114473,276.2915766738661,589.2829373650108,3.695464362850972,2.41648590021692,2.443661971830986,14.99349240780911,6.154929577464789
611,3,1,1,0,0,0.8888888888888888,1.0,0.03879310344827586,0.30603448275862066,0,2,3,1,10,227,19,1,2,18,2763,16,18,11,2,7,102,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,56.53333333333333,54.46666666666667,111.0,312.31681034482756,276.0409482758621,588.3577586206897,3.689655172413793,2.4155844155844157,2.443661971830986,14.963203463203463,6.154929577464789
612,3,1,0,0,0,0.0,1.0,0.002150537634408602,0.30752688172043013,0,0,0,1,1,0,1,0,2,1,7885,0,1,0,1,8,15,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,55.32258064516129,60.03225806451613,115.35483870967742,311.68602150537635,275.93548387096774,587.6215053763441,3.6838709677419357,2.414686825053996,2.4405594405594404,14.93304535637149,6.118881118881119
613,4,1,0,0,0,0.8947368421052632,1.0,0.0407725321888412,0.3090128755364807,0,0,0,1,1,3,0,0,2,19,3009,17,19,0,1,5,13,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,53.625,58.15625,111.78125,311.01931330472104,275.343347639485,586.362660944206,3.6781115879828326,2.4094827586206895,2.423611111111111,14.90301724137931,6.083333333333333
614,3,2,0,0,0,0.9154929577464789,0.971830985915493,0.15203426124197003,0.3083511777301927,0,0,0,1,1,13,0,0,3,71,83507,67,69,0,1,4,6,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,52.0,56.484848484848484,108.48484848484848,310.35331905781584,274.7601713062098,585.1134903640257,3.6723768736616704,2.4094827586206895,2.423611111111111,14.90301724137931,6.083333333333333
615,3,1,0,0,0,0.9,1.0,0.042735042735042736,0.3141025641025641,0,1,0,1,6,43,10,0,1,20,3012,18,20,0,2,6,12,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,50.470588235294116,55.205882352941174,105.67647058823529,309.69017094017096,274.2008547008547,583.8910256410256,3.6666666666666665,2.4025695931477515,2.401360544217687,14.817987152034261,5.993197278911564
616,3,0,1,0,0,1.0,1.0,0.006396588486140725,0.31556503198294245,0,3,0,1,2,8,6,2,1,3,200,3,3,0,2,3,17,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,166.2941176470588,31.58823529411765,197.88235294117646,309.0511727078891,273.70788912579957,582.7590618336887,3.6609808102345416,2.3995726495726495,2.391891891891892,14.788461538461538,5.95945945945946
617,4,2,0,0,0,0.9305555555555556,0.9861111111111112,0.15319148936170213,0.3170212765957447,0,0,0,1,197,13,844,0,1,72,83520,68,71,0,1,7,0,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,157.38888888888889,30.27777777777778,187.66666666666666,308.4063829787234,273.14255319148936,581.5489361702128,3.65531914893617,2.4008528784648187,2.3959731543624163,14.7590618336887,5.926174496644295
618,2,0,1,0,0,1.0,1.0,0.008492569002123142,0.3184713375796178,0,2,1,1,3,12,5,2,1,4,214,4,4,1,3,7,42,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,193.52631578947367,29.36842105263158,222.89473684210526,309.5435244161359,272.59023354564755,582.1337579617834,3.6496815286624202,2.3957446808510636,2.38,14.729787234042552,5.8933333333333335
619,2,1,0,0,0,0.9047619047619048,1.0,0.04449152542372881,0.3177966101694915,0,1,0,1,1,21,6,0,2,21,3065,19,21,0,2,5,4,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,184.1,28.5,212.6,308.89830508474574,272.0381355932203,580.9364406779661,3.6440677966101696,2.3957446808510636,2.38,14.729787234042552,5.8933333333333335
620,3,1,0,0,0,0.5,1.0,0.004228329809725159,0.3171247357293869,0,1,2,1,6,271,312,0,3,2,7886,1,2,1,2,11,73,0,0,1,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,175.61904761904762,28.142857142857142,203.76190476190476,308.25792811839324,271.507399577167,579.7653276955602,3.638477801268499,2.3957446808510636,2.38,14.729787234042552,5.8933333333333335
621,3,2,0,0,0,0.9315068493150684,0.9863013698630136,0.1540084388185654,0.3227848101265823,0,1,0,1,2,8,2,0,1,73,84377,69,72,0,2,5,21,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,181.8181818181818,39.18181818181818,221.0,308.26582278481015,271.50632911392404,579.7721518987341,3.632911392405063,2.3890063424947146,2.3594771241830066,14.642706131078224,5.7973856209150325
622,1,1,0,0,0,0.6666666666666666,1.0,0.00631578947368421,0.32421052631578945,0,1,0,1,1,166,180,0,1,3,8469,2,3,0,2,8,2,0,0,0,0,0,717.2058823529412,1192.735294117647,1909.9411764705883,174.0,37.82608695652174,211.82608695652175,307.62105263157895,270.95157894736843,578.5726315789474,3.6273684210526316,2.3860759493670884,2.3506493506493507,14.613924050632912,5.766233766233766
624,4,1,1,0,0,0.9090909090909091,1.0,0.046218487394957986,0.3235294117647059,1,3,0,2,2,8,0,1,2,22,3092,20,22,0,3,6,0,0,0,0,0,0,1420.388349514563,1251.1456310679612,2671.5339805825242,405.42857142857144,366.6031746031746,772.031746031746,307.3529411764706,270.7310924369748,578.0840336134454,3.6218487394957983,2.3860759493670884,2.3506493506493507,14.613924050632912,5.766233766233766
625,3,1,0,0,0,0.5,0.75,0.008385744234800839,0.3249475890985325,1,4,0,1,2,586,3,0,2,4,8815,3,3,0,2,9,53,0,0,0,0,0,1420.388349514563,1251.1456310679612,2671.5339805825242,399.09375,361.0,760.09375,306.70859538784066,270.1802935010482,576.8888888888889,3.6184486373165616,2.3873684210526314,2.3548387096774195,14.585263157894737,5.735483870967742
626,1,1,0,2,0,0.6,0.8,0.010460251046025104,0.3263598326359833,1,2,2,1,2,32,5,0,2,5,9404,4,4,2,3,8,52,0,0,1,0,0,1420.388349514563,1251.1456310679612,2671.5339805825242,393.0,364.46153846153845,757.4615384615385,306.0732217573222,270.8410041841004,576.9142259414226,3.6129707112970713,2.3907563025210083,2.3653846153846154,14.556722689075631,5.705128205128205
627,3,1,0,0,0,0.5,0.6666666666666666,0.012526096033402923,0.325678496868476,1,8,8,1,1,19,0,0,3,6,9441,5,4,3,3,4,99,0,0,0,0,0,1420.388349514563,1251.1456310679612,2671.5339805825242,296.32978723404256,159.79787234042553,456.1276595744681,305.44467640918583,270.34237995824634,575.7870563674321,3.607515657620042,2.3907563025210083,2.3653846153846154,14.556722689075631,5.705128205128205
628,4,0,0,0,0,0.6666666666666666,1.0,0.01875,0.32708333333333334,1,0,0,1,4,9,9,0,3,9,706,6,9,0,1,5,13,0,0,0,0,0,1420.388349514563,1251.1456310679612,2671.5339805825242,293.2105263157895,158.31578947368422,451.5263157894737,304.80833333333334,269.81875,574.6270833333333,3.6020833333333333,2.40251572327044,2.4012738853503186,14.528301886792454,5.67515923566879
629,4,1,0,0,0,0.9130434782608695,1.0,0.04781704781704782,0.33264033264033266,1,4,2,1,3,17,5,0,1,23,3100,21,23,13,3,10,169,1,0,0,0,0,1420.388349514563,1251.1456310679612,2671.5339805825242,290.25,156.76041666666666,447.0104166666667,304.19334719334717,269.2765072765073,573.4698544698545,3.5966735966735968,2.39375,2.375,14.445833333333333,5.59375
630,4,1,0,0,0,0.9166666666666666,1.0,0.04979253112033195,0.33402489626556015,1,1,1,1,1,8,2,0,1,24,3122,22,24,14,2,9,0,0,0,0,0,0,1420.388349514563,1251.1456310679612,2671.5339805825242,287.30927835051546,155.31958762886597,442.62886597938143,303.5726141078838,268.753112033195,572.3257261410788,3.591286307053942,2.397089397089397,2.3850931677018634,14.417879417879417,5.565217391304348
632,2,0,0,0,0,1,0,0.0,0.33540372670807456,1,6,3,1,2,20,5,0,1,0,0,0,0,1,3,10,3,0,0,0,0,0,1420.388349514563,1251.1456310679612,2671.5339805825242,284.3979591836735,153.81632653061226,438.2142857142857,302.9482401656315,268.21325051759834,571.1614906832298,3.5859213250517596,2.3941908713692945,2.376543209876543,14.390041493775934,5.537037037037037
633,4,1,0,0,0,0.92,1.0,0.05165289256198347,0.3367768595041322,1,3,1,1,4,19,12,0,1,25,3132,23,25,14,3,7,2101,0,0,1,0,0,1420.388349514563,1251.1456310679612,2671.5339805825242,180.63333333333333,404.8,585.4333333333333,302.33264462809916,267.7004132231405,570.0330578512396,3.580578512396694,2.401656314699793,2.3987730061349692,14.36231884057971,5.50920245398773
635,2,1,0,0,0,0.9230769230769231,1.0,0.05360824742268041,0.33814432989690724,1,2,0,1,5,21,22,0,1,26,3163,24,26,0,2,9,197,0,0,0,0,0,1420.388349514563,1251.1456310679612,2671.5339805825242,178.78021978021977,400.56043956043953,579.3406593406594,301.7340206185567,267.1876288659794,568.921649484536,3.575257731958763,2.402892561983471,2.402439024390244,14.334710743801653,5.4817073170731705
636,3,2,0,0,0,0.9324324324324325,0.9864864864864865,0.1522633744855967,0.3395061728395062,1,3,0,1,4,11,7,0,1,74,84387,70,73,0,2,11,0,0,0,0,0,0,1420.388349514563,1251.1456310679612,2671.5339805825242,177.07608695652175,396.4347826086956,573.5108695652174,301.15843621399176,266.68106995884773,567.8395061728395,3.5699588477366255,2.402061855670103,2.4,14.307216494845362,5.454545454545454
