Id,author_identity,has_labels,mergable_state,has_assignees_content,comment_num,review_comment_num,commit_num,file_changed_num,total_add_line,total_delete_line,self_accept_rate,self_closed_num_rate,self_contribution_rate,project_accept_rate,is_weekday,label_count,workload,pre_prs,change_num,accept_num,close_num,review_num,participants_count,title_words,body_words,has_bug,has_document,has_feature,has_improve,has_refactor,deletions_per_week,additions_per_week,changes_per_week,per_lines_deleted_week_days,per_lines_added_week_days,per_lines_changed_week_days,deletions_per_pr,additions_per_pr,changes_per_pr,commits_average,comments_per_closed_pr,comments_per_merged_pr,close_latency,merge_latency,response_speed,if_merged
20,0,0,2,0,1.0,1.0,0.05,0.2,1,0.0,0.0,0.0001,0.00012512512512512512,1.900862421280535e-06,1.5355274997619932e-06,0.0,0.0,0.001567398119122257,2.3823704586063134e-05,0.3333333333333333,0.001567398119122257,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.05066417698441781,0.08784628528759399,0.07521029019240752,0.0,0.0036570343376276754,0.003495645774561511,0.11472977746379372,0.11212990755192699,0.12516621521792662,0.09878516289415151,0.6,0.2872340425531915,0.13423171158557928,0.336734693877551,401.3333333333333,1
21,0,0,2,0,0.0,1.0,0.14285714285714285,0.23809523809523808,1,0.016666666666666666,0.0,0.0001,0.00012512512512512512,9.504312106402676e-06,0.0,0.0,0.0,0.004702194357366771,0.0002977963073257892,0.0,0.004702194357366771,0.0,0.038461538461538464,0.2,0.004585326953748007,0.0,0.0,0.0,0.0,0.0,0.05066417698441781,0.08784628528759399,0.07521029019240752,0.00019232143890475492,0.0024807952231860253,0.0024122000081769493,0.10930009587727708,0.10680582474315216,0.11922937113776809,0.09637576867722099,0.5714285714285714,0.22978723404255322,0.12980649032451622,0.336734693877551,1463.5,0
22,2,0,2,0,1,0,0.0,0.22727272727272727,1,0.05,0.0,0.0003,0.00037537537537537537,2.281034905536642e-05,6.142109999047973e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.32,0.0023923444976076554,0.0,0.0,0.0,0.0,0.0,0.05066417698441781,0.08784628528759399,0.07521029019240752,0.05173446706537908,0.011591301818679532,0.022077762786704282,0.10433190970103721,0.10202468920202143,0.11386581898771016,0.09418541029819325,0.5606060606060607,0.22978723404255322,0.1276609285009705,0.336734693877551,1619.8833333333334,0
23,0,0,2,0,1,0,0.0,0.21739130434782608,0,0.016666666666666666,0.0,0.0001,0.00012512512512512512,3.80172484256107e-06,3.0710549995239865e-06,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.4,0.0017942583732057417,0.0,0.0,0.0,0.0,0.0,0.05066417698441781,0.08784628528759399,0.07521029019240752,0.003461785900285589,0.03952163424523944,0.03851343063902858,0.099918603043939,0.09775796457636232,0.10908643191332185,0.09637576867722099,0.5606060606060607,0.22978723404255322,0.1276609285009705,0.336734693877551,24.25,0
24,0,0,2,0,0.0,1.0,0.16666666666666666,0.20833333333333334,0,0.016666666666666666,0.0,0.0004,0.00037537537537537537,9.504312106402676e-06,3.0710549995239865e-06,0.0,0.0,0.006269592476489028,0.00031764939448084174,0.0,0.006269592476489028,0.0,0.038461538461538464,0.64,0.007974481658692184,0.0,0.0,0.0,0.0,0.0,0.05066417698441781,0.08784628528759399,0.07521029019240752,0.0,0.0,0.0,0.09581419992935358,0.09371173009965181,0.1045822047114832,0.09436794016311222,0.5694444444444444,0.22978723404255322,0.1221852759304632,0.336734693877551,56.35,0
25,2,0,2,0,0.0,1.0,0.08,0.2,1,0.016666666666666666,0.0,0.0195,0.032157157157157154,0.07353106104239493,0.0023432149646368016,0.0,0.0,0.003134796238244514,0.003307524320031765,0.0,0.003134796238244514,0.0,0.038461538461538464,0.36,0.058811802232854864,0.0,0.0,0.0,0.0,0.0,0.04467406292805312,0.07714327318701855,0.06613318620366868,0.039377814615748574,0.009078427346917826,0.017048939040843862,0.09203814906393501,0.0900280946091968,0.10046786505786752,0.09830328405076541,0.5599999999999999,0.22978723404255322,0.11894994749737486,0.336734693877551,22067.816666666666,0
26,0,0,2,0,1,0,0.0,0.19230769230769232,1,0.016666666666666666,0.0,0.0058,0.024524524524524523,0.07159408223511007,0.0019762238921936853,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.058315707838809565,0.450620318777462,0.29051919680529276,0.278192961375728,0.13291501993190644,0.18618913283453944,0.12996223133983642,0.5688659641475106,0.4774212490292274,0.4559315210499301,0.5599999999999999,0.22978723404255322,0.11894994749737486,0.336734693877551,763.3833333333333,0
27,1,0,2,0,0.0,1.0,0.2222222222222222,0.18518518518518517,1,0.06666666666666667,0.0,0.0003,0.0013763763763763764,0.0006976165086099563,7.677637498809966e-06,0.0,0.0,0.009404388714733543,0.03383760174707167,0.0,0.009404388714733543,0.0,0.038461538461538464,0.16,0.012958532695374801,0.0,0.0,0.0,0.0,0.0,0.06660646287338838,0.7403443149931471,0.46350286424783005,0.008654464750713972,0.0020102995774093652,0.0037613966229199888,0.15882360636864346,1.0,0.8149789779930139,0.5425598829236145,0.5432098765432098,0.22978723404255322,0.1361438442292485,0.336734693877551,2900.3166666666666,0
28,0,0,2,0,1,0,0.0,0.17857142857142858,1,0.016666666666666666,0.0,0.0001,0.00012512512512512512,3.80172484256107e-06,3.0710549995239865e-06,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.24,0.0043859649122807015,0.0,0.0,0.0,0.0,0.0,0.06660646287338838,0.7403443149931471,0.46350286424783005,0.004038750216999854,0.0005132679772109018,0.0013491966147430394,0.15327748902457486,0.9685346380117661,0.7891441235445176,0.5283457318554794,0.5432098765432098,0.22978723404255322,0.1361438442292485,0.336734693877551,2313.1833333333334,0
29,1,0,2,0,0.0,1.0,0.2413793103448276,0.1724137931034483,1,0.016666666666666666,0.0,0.0001,0.00012512512512512512,3.80172484256107e-06,0.0,0.0,0.0,0.0109717868338558,0.03531467143140758,0.0,0.0109717868338558,0.0,0.038461538461538464,0.12,0.0033891547049441787,0.0,0.0,0.0,0.0,0.0,0.06660646287338838,0.7403443149931471,0.46350286424783005,0.3445301205522324,0.8043459132870415,0.8420914299731913,0.14804078003386156,0.9351592483263711,0.7619662220108857,0.5117885646997253,0.5632183908045977,0.22978723404255322,0.1338756593002064,0.336734693877551,742.1166666666667,0
30,0,0,2,0,1,0,0.0,0.16666666666666666,1,0.016666666666666666,0.0,0.0001,0.00012512512512512512,0.00033455178614537416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.4,0.004585326953748007,0.0,0.0,0.0,0.0,0.0,0.06660646287338838,0.7403443149931471,0.46350286424783005,0.2075917611537925,1.0,1.0,0.14310608736606617,0.9040088846200024,0.7365837642616762,0.49633520868768816,0.5555555555555556,0.22978723404255322,0.13078987282697468,0.336734693877551,198.5,0
31,1,0,2,0,0.0,1.0,0.25806451612903225,0.16129032258064516,1,0.016666666666666666,0.0,0.0002,0.00037537537537537537,5.702587263841605e-06,4.60658249928598e-06,0.0,0.01282051282051282,0.012539184952978056,0.035322612666269605,0.0,0.012539184952978056,0.0,0.038461538461538464,0.16,0.006578947368421052,0.0,0.0,0.0,0.0,0.0,0.06660646287338838,0.7403443149931471,0.46350286424783005,0.17299313429482707,0.8370972984995467,0.8369311909726481,0.1384897619671608,0.8766877485970124,0.7142210324804792,0.481878843386105,0.5555555555555556,0.22978723404255322,0.13078987282697468,0.336734693877551,65.41666666666667,0
32,1,0,2,0,0.0,1.0,0.28125,0.15625,1,0.05,0.0,0.0006,0.0011261261261261261,0.00043529749447324253,3.378160499476385e-05,0.0,0.0,0.014106583072100314,0.03534643637085567,0.0,0.014106583072100314,0.0,0.038461538461538464,0.12,0.009968102073365232,0.0,0.0,0.0,0.0,0.0,0.06660646287338838,0.7403443149931471,0.46350286424783005,0.14852709981701503,0.7175669631400268,0.717474724466016,0.1342281879194631,0.8493216472565734,0.6919477961093327,0.46983187230145235,0.5416666666666666,0.22978723404255322,0.1251968848442422,0.336734693877551,8419.283333333333,0
33,1,0,2,0,0.0,1.0,0.030303030303030304,0.15151515151515152,1,0.016666666666666666,0.0,0.0001,0.00025025025025025025,2.4711211476646956e-05,6.142109999047973e-06,0.0,0.01282051282051282,0.001567398119122257,0.0020726622989874926,0.0,0.001567398119122257,0.0,0.038461538461538464,0.4,0.004186602870813397,0.0,0.0,0.0,0.0,0.0,0.06087054612152403,0.6793351402783144,0.425190412347309,0.00721205395892831,0.013280808910332084,0.01422789157365387,0.1306316431713818,0.8258341610364662,0.6728526336997157,0.464355976353883,0.5416666666666666,0.22978723404255322,0.1251968848442422,0.336734693877551,4331.766666666666,0
34,0,1,2,0,1,0,0.0,0.14705882352941177,1,0.18333333333333332,0.0,0.0002,0.0005005005005005005,0.00010074570832786835,3.0710549995239865e-06,0.3333333333333333,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.16,0.00259170653907496,0.0,0.0,0.0,0.0,0.0,0.06087054612152403,0.6793351402783144,0.425190412347309,0.003557946619737967,0.00047049564577666,0.0012061000040884747,0.12687264944833462,0.8016688678112619,0.6531859727392557,0.4521157383534338,0.5416666666666666,0.22978723404255322,0.1251968848442422,0.336734693877551,3198.5833333333335,0
35,1,0,2,0,0.0,0.9,0.2857142857142857,0.14285714285714285,1,0.016666666666666666,0.0,0.0003,0.0012512512512512512,0.0007622458309334945,7.677637498809966e-06,0.0,0.038461538461538464,0.01567398119122257,0.03634306134603931,0.0,0.014106583072100314,0.0,0.038461538461538464,0.36,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.06087054612152403,0.6793351402783144,0.425190412347309,0.30146385548320337,0.703834753374737,0.7368606647859683,0.12328808598677903,0.7792549268476751,0.634910472438175,0.44195173921982767,0.5416666666666666,0.22978723404255322,0.1251968848442422,0.336734693877551,1461.9833333333333,0
36,1,0,2,0,1,0,0.0,0.1388888888888889,1,0.1,0.0,0.0001,0.0012512512512512512,0.0005702587263841605,4.60658249928598e-06,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.2,0.0029904306220095694,0.0,0.0,0.0,0.0,0.0,0.06087054612152403,0.6793351402783144,0.425190412347309,0.00014424107917856621,0.002020992660267926,0.0019624678032626026,0.11996153695199968,0.7612198343138432,0.6200511641905387,0.4336909590474945,0.5416666666666666,0.22978723404255322,0.1251968848442422,0.336734693877551,86.53333333333333,0
37,0,0,2,1,1,0,0.0,0.13513513513513514,1,0.06666666666666667,0.0,0.0003,0.00025025025025025025,0.00017107761791524816,4.1459242493573816e-05,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.12,0.003987240829346092,0.0,0.0,0.0,0.0,0.0,0.05592601962296038,0.6284052738099675,0.3931336961827499,0.006231214620514061,0.010958271313452755,0.011799337667116399,0.11677661412737357,0.7432747190701328,0.6053095696040783,0.4232719570283355,0.5428571428571428,0.22978723404255322,0.1286264313215661,0.336734693877551,28.4,0
38,2,0,2,0,1,0,0.0,0.13157894736842105,1,0.016666666666666666,0.0,0.0002,0.00012512512512512512,2.0909486634085885e-05,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.12,0.0023923444976076554,0.0,0.0,0.0,0.0,0.0,0.05592601962296038,0.6284052738099675,0.3931336961827499,0.26828840727213316,0.6313481268570321,0.6605203265328373,0.11420550670211382,0.7244826257022073,0.5901385450822328,0.4159375279753748,0.5648148148148148,0.22978723404255322,0.1273480340683701,0.336734693877551,1833.4166666666667,0
39,0,0,2,0,1.0,1.0,0.05128205128205128,0.1282051282051282,1,0.016666666666666666,0.0,0.0001,0.00012512512512512512,1.900862421280535e-06,1.5355274997619932e-06,0.0,0.038461538461538464,0.003134796238244514,3.1764939448084174e-05,0.6666666666666666,0.003134796238244514,0.0,0.038461538461538464,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.05592601962296038,0.6284052738099675,0.3931336961827499,0.0004615714533714119,0.009315813786377867,0.009002821047467191,0.1112771603764186,0.7059975802802073,0.5750762411683367,0.4077436367113196,0.5648148148148148,0.22978723404255322,0.1273480340683701,0.336734693877551,1267.2833333333333,0
40,1,0,2,0,0.0,1.0,0.275,0.125,1,0.03333333333333333,0.0,0.0001,0.0032532532532532532,0.0018818537970677297,1.842632999714392e-05,0.0,0.05128205128205128,0.017241379310344827,0.03795513202302958,0.0,0.017241379310344827,0.0,0.0,0.24,0.011961722488038277,0.0,0.0,0.0,0.0,0.0,0.05592601962296038,0.6284052738099675,0.3931336961827499,0.0004808035972618874,0.007784564321032011,0.0075432356187906295,0.10851289297068173,0.6883557449873934,0.5607116473774932,0.39875474290200186,0.5648148148148148,0.22978723404255322,0.1273480340683701,0.336734693877551,7166.283333333334,1
41,1,0,2,0,0.0,0.9166666666666666,0.2926829268292683,0.12195121951219512,1,0.016666666666666666,0.0,0.0001,0.00012512512512512512,5.1323285374574445e-05,0.0,0.0,0.038461538461538464,0.018808777429467086,0.041933690688902125,0.3333333333333333,0.017241379310344827,0.0,0.038461538461538464,0.44,0.003189792663476874,0.0,0.0,1.0,0.0,0.0,0.05592601962296038,0.6284052738099675,0.3931336961827499,0.0014011990548775002,0.024820172897984324,0.024022708556009183,0.10607300703879523,0.6793940654018139,0.5530537354130005,0.3902043317175289,0.5526315789473685,0.22978723404255322,0.12390619530976549,0.336734693877551,5340.116666666667,0
42,2,0,2,0,0.0,1.0,0.023809523809523808,0.11904761904761904,1,0.0,0.0,0.0008,0.001001001001001001,0.000515133716167025,3.0710549995239865e-06,0.0,0.05128205128205128,0.001567398119122257,4.367679174111574e-05,0.0,0.001567398119122257,0.0,0.0,0.16,0.010167464114832535,0.0,0.0,0.0,0.0,0.0,0.05592601962296038,0.6284052738099675,0.3931336961827499,0.13154786421085238,0.631544166709439,0.6316386606157243,0.10354745925215725,0.6634264103047871,0.5400440895392878,0.3820610829704118,0.5526315789473685,0.22978723404255322,0.12390619530976549,0.336734693877551,301.6166666666667,0
43,2,0,2,0,0.0,0.5,0.046511627906976744,0.11627906976744186,1,0.016666666666666666,0.0,0.0003,0.0007507507507507507,0.00030033626256232454,0.0,0.0,0.0641025641025641,0.003134796238244514,0.0011276553504069883,0.0,0.001567398119122257,0.0,0.038461538461538464,0.16,0.0029904306220095694,0.0,0.0,0.0,0.0,0.0,0.05592601962296038,0.6284052738099675,0.3931336961827499,0.11705964914669417,0.5652363599035056,0.5651770990909958,0.10117223760196496,0.6500409049915258,0.529048292607503,0.3821411292899111,0.5526315789473685,0.22978723404255322,0.12390619530976549,0.336734693877551,4328.15,0
44,2,0,2,0,0.0,0.6666666666666666,0.06818181818181818,0.11363636363636363,1,0.016666666666666666,0.0,0.0003,0.00037537537537537537,0.0002185991784472615,3.0710549995239865e-06,0.0,0.0641025641025641,0.004702194357366771,0.0017550129045066508,0.0,0.003134796238244514,0.0,0.038461538461538464,0.16,0.010167464114832535,0.0,0.0,0.0,0.0,0.0,0.05592601962296038,0.6284052738099675,0.3931336961827499,0.10535368423202475,0.5107401324231382,0.510597326137618,0.09887286856555667,0.6364313079164802,0.517908710348996,0.376741641192773,0.5384615384615384,0.22978723404255322,0.12178814068908575,0.336734693877551,4240.433333333333,0
