PR创建者,PR创建者的身份,评论过的用户名称,评论次数,评论者的身份
keon,NONE,,,
webmaven,NONE,vrv,1,CONTRIBUTOR
makky3939,NONE,vrv,1,CONTRIBUTOR
ptarjan,NONE,vrv,3,CONTRIBUTOR
ptarjan,NONE,bhack,2,CONTRIBUTOR
ptarjan,NONE,BenMorganIO,1,NONE
ptarjan,NONE,mrdrozdov,1,NONE
kashif,CONTRIBUTOR,alibitek,1,NONE
kashif,CONTRIBUTOR,tensorflow-jenkins,14,COLLABORATOR
kashif,CONTRIBUTOR,girving,8,CONTRIBUTOR
kashif,CONTRIBUTOR,googlebot,4,NONE
kashif,CONTRIBUTOR,jendap,3,CONTRIBUTOR
kashif,CONTRIBUTOR,vrv,22,CONTRIBUTOR
kashif,CONTRIBUTOR,akuz,2,NONE
kashif,CONTRIBUTOR,willnorris,2,NONE
kashif,CONTRIBUTOR,martinwicke,2,MEMBER
kashif,CONTRIBUTOR,zheng-xq,5,CONTRIBUTOR
kashif,CONTRIBUTOR,Mistobaan,1,CONTRIBUTOR
kashif,CONTRIBUTOR,yaroslavvb,10,CONTRIBUTOR
kashif,CONTRIBUTOR,dansbecker,1,CONTRIBUTOR
kashif,CONTRIBUTOR,rryan,11,MEMBER
kashif,CONTRIBUTOR,yifeif,4,CONTRIBUTOR
kashif,CONTRIBUTOR,mention-bot,2,NONE
kashif,CONTRIBUTOR,jart,1,CONTRIBUTOR
kashif,CONTRIBUTOR,jhseu,7,CONTRIBUTOR
kashif,CONTRIBUTOR,tyfkda,1,CONTRIBUTOR
kashif,CONTRIBUTOR,sb2nov,1,CONTRIBUTOR
kashif,CONTRIBUTOR,gunan,2,CONTRIBUTOR
kashif,CONTRIBUTOR,jlebar,2,CONTRIBUTOR
kashif,CONTRIBUTOR,gbaned,2,CONTRIBUTOR
kashif,CONTRIBUTOR,mellanox-github,1,NONE
brendan-rius,NONE,alibitek,1,NONE
brendan-rius,NONE,vrv,1,CONTRIBUTOR
aertoria,NONE,andreimaksimenka,1,NONE
aertoria,NONE,ebrevdo,2,CONTRIBUTOR
aertoria,NONE,davidpelayo,1,NONE
seankim902,NONE,vrv,1,CONTRIBUTOR
jeffdonahue,NONE,futurely,2,NONE
jeffdonahue,NONE,Yangqing,4,CONTRIBUTOR
javierblasco,NONE,vrv,1,CONTRIBUTOR
mtourne,NONE,vrv,1,CONTRIBUTOR
mtourne,NONE,almostimplemented,1,NONE
mtourne,NONE,kazoo-of-the-north,1,NONE
mtourne,NONE,rpagliuca,1,NONE
mtourne,NONE,mobyIsMe,1,NONE
brendandburns,NONE,vrv,1,CONTRIBUTOR
DreSimpelo,CONTRIBUTOR,vrv,2,CONTRIBUTOR
DreSimpelo,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
DreSimpelo,CONTRIBUTOR,jhseu,2,CONTRIBUTOR
formido,NONE,,,
asseldonk,NONE,,,
milijan,NONE,,,
pirate,CONTRIBUTOR,vrv,2,CONTRIBUTOR
jordanpn,NONE,vrv,1,CONTRIBUTOR
jamesliu96,NONE,,,
nikhilk,NONE,,,
aidangomez,NONE,vrv,1,CONTRIBUTOR
hammer,CONTRIBUTOR,vrv,2,CONTRIBUTOR
alexlenail,NONE,vrv,2,CONTRIBUTOR
ville-k,CONTRIBUTOR,elbamos,9,NONE
ville-k,CONTRIBUTOR,vrv,27,CONTRIBUTOR
ville-k,CONTRIBUTOR,tensorflow-jenkins,3,COLLABORATOR
ville-k,CONTRIBUTOR,benslaney,1,NONE
ville-k,CONTRIBUTOR,esd100,4,NONE
ville-k,CONTRIBUTOR,teddddddy,1,NONE
ville-k,CONTRIBUTOR,Mistobaan,5,CONTRIBUTOR
ville-k,CONTRIBUTOR,zheng-xq,1,CONTRIBUTOR
ville-k,CONTRIBUTOR,fpmchu,4,NONE
ville-k,CONTRIBUTOR,martinwicke,8,MEMBER
ville-k,CONTRIBUTOR,NathanHowell,5,CONTRIBUTOR
ville-k,CONTRIBUTOR,Geka000,1,NONE
ville-k,CONTRIBUTOR,ageitgey,1,NONE
ville-k,CONTRIBUTOR,normanhh3,1,NONE
ville-k,CONTRIBUTOR,matspetter,3,NONE
ville-k,CONTRIBUTOR,omarev-git,2,NONE
ville-k,CONTRIBUTOR,markb729,1,NONE
ville-k,CONTRIBUTOR,chrhansen,1,NONE
ville-k,CONTRIBUTOR,jstaker7,2,NONE
ville-k,CONTRIBUTOR,martin-gorner,2,NONE
ville-k,CONTRIBUTOR,royalstream,1,NONE
ville-k,CONTRIBUTOR,yaroslavvb,1,CONTRIBUTOR
ville-k,CONTRIBUTOR,ghost,1,NONE
sdemyanov,NONE,vrv,2,CONTRIBUTOR
martinwicke,MEMBER,googlebot,19,NONE
martinwicke,MEMBER,vrv,26,CONTRIBUTOR
martinwicke,MEMBER,jendap,4,CONTRIBUTOR
martinwicke,MEMBER,caisq,11,CONTRIBUTOR
martinwicke,MEMBER,bhack,2,CONTRIBUTOR
martinwicke,MEMBER,msperlich,1,NONE
martinwicke,MEMBER,mention-bot,4,NONE
martinwicke,MEMBER,damienmg,1,MEMBER
martinwicke,MEMBER,mrry,9,CONTRIBUTOR
martinwicke,MEMBER,jart,1,CONTRIBUTOR
martinwicke,MEMBER,meteorcloudy,5,MEMBER
martinwicke,MEMBER,gunan,5,CONTRIBUTOR
martinwicke,MEMBER,samjabrahams,1,CONTRIBUTOR
martinwicke,MEMBER,yifeif,2,CONTRIBUTOR
martinwicke,MEMBER,RealTimeDeployment,1,NONE
martinwicke,MEMBER,wolffg,1,CONTRIBUTOR
martinwicke,MEMBER,yaroslavvb,1,CONTRIBUTOR
martinwicke,MEMBER,nealwu,1,CONTRIBUTOR
martinwicke,MEMBER,rryan,2,MEMBER
martinwicke,MEMBER,drpngx,2,CONTRIBUTOR
martinwicke,MEMBER,MarkDaoust,2,CONTRIBUTOR
martinwicke,MEMBER,aselle,1,MEMBER
martinwicke,MEMBER,jhseu,3,CONTRIBUTOR
martinwicke,MEMBER,yongtang,1,MEMBER
martinwicke,MEMBER,tensorflow-jenkins,2,COLLABORATOR
martinwicke,MEMBER,jowagner,3,NONE
kentonl,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
kentonl,CONTRIBUTOR,mrry,3,CONTRIBUTOR
kentonl,CONTRIBUTOR,ebrevdo,9,CONTRIBUTOR
kentonl,CONTRIBUTOR,vrv,6,CONTRIBUTOR
kentonl,CONTRIBUTOR,googlebot,8,NONE
dennybritz,CONTRIBUTOR,vrv,3,CONTRIBUTOR
dennybritz,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
panmari,CONTRIBUTOR,vrv,20,CONTRIBUTOR
panmari,CONTRIBUTOR,tensorflow-jenkins,13,COLLABORATOR
panmari,CONTRIBUTOR,martinwicke,25,MEMBER
panmari,CONTRIBUTOR,zheng-xq,2,CONTRIBUTOR
panmari,CONTRIBUTOR,decentralion,2,CONTRIBUTOR
panmari,CONTRIBUTOR,caisq,4,CONTRIBUTOR
panmari,CONTRIBUTOR,chemelnucfin,2,CONTRIBUTOR
panmari,CONTRIBUTOR,jhseu,4,CONTRIBUTOR
ffmpbgrnn,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
ffmpbgrnn,CONTRIBUTOR,vrv,1,CONTRIBUTOR
srjoglekar246,MEMBER,vrv,5,CONTRIBUTOR
srjoglekar246,MEMBER,tensorflow-jenkins,2,COLLABORATOR
srjoglekar246,MEMBER,bhack,1,CONTRIBUTOR
srjoglekar246,MEMBER,cesarsalgado,1,CONTRIBUTOR
srjoglekar246,MEMBER,martinwicke,12,MEMBER
srjoglekar246,MEMBER,gunan,1,CONTRIBUTOR
srjoglekar246,MEMBER,thjashin,2,CONTRIBUTOR
srjoglekar246,MEMBER,mihaimaruseac,1,COLLABORATOR
jendap,CONTRIBUTOR,googlebot,5,NONE
jendap,CONTRIBUTOR,bhack,1,CONTRIBUTOR
jendap,CONTRIBUTOR,vrv,16,CONTRIBUTOR
jendap,CONTRIBUTOR,martinwicke,26,MEMBER
jendap,CONTRIBUTOR,caisq,9,CONTRIBUTOR
jendap,CONTRIBUTOR,decentralion,1,CONTRIBUTOR
jendap,CONTRIBUTOR,cancan101,2,CONTRIBUTOR
jendap,CONTRIBUTOR,girving,1,CONTRIBUTOR
jendap,CONTRIBUTOR,Svikashini,2,NONE
jendap,CONTRIBUTOR,benoitsteiner,1,CONTRIBUTOR
prolearner,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
prolearner,CONTRIBUTOR,googlebot,2,NONE
prolearner,CONTRIBUTOR,vrv,1,CONTRIBUTOR
rldotai,NONE,tensorflow-jenkins,1,COLLABORATOR
rldotai,NONE,googlebot,2,NONE
rldotai,NONE,vrv,1,CONTRIBUTOR
ogrisel,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
ogrisel,CONTRIBUTOR,vrv,2,CONTRIBUTOR
vrv,CONTRIBUTOR,mrry,2,CONTRIBUTOR
vrv,CONTRIBUTOR,martinwicke,13,MEMBER
vrv,CONTRIBUTOR,caisq,15,CONTRIBUTOR
vrv,CONTRIBUTOR,jendap,2,CONTRIBUTOR
vrv,CONTRIBUTOR,googlebot,39,NONE
vrv,CONTRIBUTOR,willnorris,2,NONE
vrv,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
vrv,CONTRIBUTOR,damienmg,1,MEMBER
vrv,CONTRIBUTOR,zheng-xq,12,CONTRIBUTOR
vrv,CONTRIBUTOR,ebrevdo,1,CONTRIBUTOR
vrv,CONTRIBUTOR,yaroslavvb,1,CONTRIBUTOR
vrv,CONTRIBUTOR,craigcitro,3,MEMBER
vrv,CONTRIBUTOR,rmlarsen,1,MEMBER
vrv,CONTRIBUTOR,mention-bot,12,NONE
vrv,CONTRIBUTOR,rinugun,1,CONTRIBUTOR
vrv,CONTRIBUTOR,benoitsteiner,1,CONTRIBUTOR
vrv,CONTRIBUTOR,gunan,2,CONTRIBUTOR
vrv,CONTRIBUTOR,jhseu,1,CONTRIBUTOR
vrv,CONTRIBUTOR,snnn,1,CONTRIBUTOR
vrv,CONTRIBUTOR,suiyuan2009,1,CONTRIBUTOR
vrv,CONTRIBUTOR,av8ramit,2,CONTRIBUTOR
vrv,CONTRIBUTOR,case540,1,CONTRIBUTOR
vrv,CONTRIBUTOR,yifeif,1,CONTRIBUTOR
MarkDaoust,CONTRIBUTOR,tensorflow-jenkins,8,COLLABORATOR
MarkDaoust,CONTRIBUTOR,vrv,7,CONTRIBUTOR
MarkDaoust,CONTRIBUTOR,av8ramit,3,CONTRIBUTOR
MarkDaoust,CONTRIBUTOR,scotthuang1989,2,CONTRIBUTOR
MarkDaoust,CONTRIBUTOR,martinwicke,3,MEMBER
MarkDaoust,CONTRIBUTOR,mention-bot,1,NONE
MarkDaoust,CONTRIBUTOR,benoitsteiner,3,CONTRIBUTOR
MarkDaoust,CONTRIBUTOR,asimshankar,1,CONTRIBUTOR
MarkDaoust,CONTRIBUTOR,aselle,1,MEMBER
MarkDaoust,CONTRIBUTOR,googlebot,9,NONE
MarkDaoust,CONTRIBUTOR,ewilderj,1,MEMBER
MarkDaoust,CONTRIBUTOR,meteorcloudy,2,MEMBER
MarkDaoust,CONTRIBUTOR,jjsjann123,2,CONTRIBUTOR
MarkDaoust,CONTRIBUTOR,cliffwoolley,1,NONE
MarkDaoust,CONTRIBUTOR,tfboyd,1,MEMBER
MarkDaoust,CONTRIBUTOR,drpngx,1,CONTRIBUTOR
MarkDaoust,CONTRIBUTOR,case540,3,CONTRIBUTOR
MarkDaoust,CONTRIBUTOR,dubesar,1,CONTRIBUTOR
gokceneraslan,CONTRIBUTOR,tensorflow-jenkins,5,COLLABORATOR
gokceneraslan,CONTRIBUTOR,googlebot,1,NONE
gokceneraslan,CONTRIBUTOR,martinwicke,4,MEMBER
gokceneraslan,CONTRIBUTOR,mention-bot,3,NONE
gokceneraslan,CONTRIBUTOR,Mistobaan,1,CONTRIBUTOR
gokceneraslan,CONTRIBUTOR,drpngx,2,CONTRIBUTOR
gokceneraslan,CONTRIBUTOR,StefanoD,1,NONE
gokceneraslan,CONTRIBUTOR,tiagofrepereira2012,2,CONTRIBUTOR
gokceneraslan,CONTRIBUTOR,ilblackdragon,4,CONTRIBUTOR
gokceneraslan,CONTRIBUTOR,caisq,3,CONTRIBUTOR
rekhajoshm,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
rekhajoshm,CONTRIBUTOR,vrv,3,CONTRIBUTOR
rekhajoshm,CONTRIBUTOR,omasoud,1,NONE
rekhajoshm,CONTRIBUTOR,yaroslavvb,1,CONTRIBUTOR
bernardopires,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
bernardopires,CONTRIBUTOR,vrv,4,CONTRIBUTOR
samjabrahams,CONTRIBUTOR,tensorflow-jenkins,21,COLLABORATOR
samjabrahams,CONTRIBUTOR,martinwicke,15,MEMBER
samjabrahams,CONTRIBUTOR,vrv,36,CONTRIBUTOR
samjabrahams,CONTRIBUTOR,gunan,5,CONTRIBUTOR
samjabrahams,CONTRIBUTOR,ebrevdo,26,CONTRIBUTOR
samjabrahams,CONTRIBUTOR,girving,48,CONTRIBUTOR
samjabrahams,CONTRIBUTOR,googlebot,6,NONE
samjabrahams,CONTRIBUTOR,jtolio,3,NONE
samjabrahams,CONTRIBUTOR,ibab,1,CONTRIBUTOR
samjabrahams,CONTRIBUTOR,andrewharp,2,CONTRIBUTOR
samjabrahams,CONTRIBUTOR,caisq,3,CONTRIBUTOR
samjabrahams,CONTRIBUTOR,terrytangyuan,1,MEMBER
samjabrahams,CONTRIBUTOR,decentralion,2,CONTRIBUTOR
samjabrahams,CONTRIBUTOR,rohan100jain,1,MEMBER
samjabrahams,CONTRIBUTOR,mrry,1,CONTRIBUTOR
samjabrahams,CONTRIBUTOR,Mistobaan,1,CONTRIBUTOR
samjabrahams,CONTRIBUTOR,benoitsteiner,1,CONTRIBUTOR
samjabrahams,CONTRIBUTOR,drpngx,6,CONTRIBUTOR
samjabrahams,CONTRIBUTOR,petewarden,1,MEMBER
samjabrahams,CONTRIBUTOR,rmlarsen,2,MEMBER
carpedm20,CONTRIBUTOR,vrv,3,CONTRIBUTOR
carpedm20,CONTRIBUTOR,girving,1,CONTRIBUTOR
carpedm20,CONTRIBUTOR,lukaszkaiser,2,CONTRIBUTOR
carpedm20,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
aymericdamien,CONTRIBUTOR,vrv,2,CONTRIBUTOR
aymericdamien,CONTRIBUTOR,vincentvanhoucke,1,CONTRIBUTOR
akiomik,CONTRIBUTOR,vrv,2,CONTRIBUTOR
bcoppens,CONTRIBUTOR,vrv,2,CONTRIBUTOR
bcoppens,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
bcoppens,CONTRIBUTOR,decentralion,2,CONTRIBUTOR
keiji,CONTRIBUTOR,googlebot,2,NONE
keiji,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
keiji,CONTRIBUTOR,caisq,2,CONTRIBUTOR
keiji,CONTRIBUTOR,girving,4,CONTRIBUTOR
keiji,CONTRIBUTOR,vincentvanhoucke,3,CONTRIBUTOR
keiji,CONTRIBUTOR,shlens,1,MEMBER
keiji,CONTRIBUTOR,rthadur,1,CONTRIBUTOR
keiji,CONTRIBUTOR,mihaimaruseac,3,COLLABORATOR
Mistobaan,CONTRIBUTOR,martinwicke,21,MEMBER
Mistobaan,CONTRIBUTOR,wchan,2,NONE
Mistobaan,CONTRIBUTOR,vrv,83,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,tensorflow-jenkins,33,COLLABORATOR
Mistobaan,CONTRIBUTOR,zffchen78,2,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,osdf,1,NONE
Mistobaan,CONTRIBUTOR,bernardopires,1,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,madisonmay,1,NONE
Mistobaan,CONTRIBUTOR,ebrevdo,9,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,lukaszkaiser,2,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,TimelyToga,2,NONE
Mistobaan,CONTRIBUTOR,jendap,3,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,girving,24,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,yaroslavvb,2,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,gunan,10,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,mrry,3,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,caisq,5,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,alonsovidales,1,NONE
Mistobaan,CONTRIBUTOR,googlebot,2,NONE
Mistobaan,CONTRIBUTOR,decentralion,5,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,keveman,4,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,rmlarsen,7,MEMBER
Mistobaan,CONTRIBUTOR,drpngx,15,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,benoitsteiner,4,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,petewarden,5,MEMBER
Mistobaan,CONTRIBUTOR,carlorosati,1,NONE
Mistobaan,CONTRIBUTOR,mention-bot,3,NONE
Mistobaan,CONTRIBUTOR,yifeif,2,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,angerson,2,MEMBER
Mistobaan,CONTRIBUTOR,case540,3,CONTRIBUTOR
Mistobaan,CONTRIBUTOR,tensorflowbutler,1,MEMBER
zavidovych,CONTRIBUTOR,,,
ghchinoy,CONTRIBUTOR,rthadur,2,CONTRIBUTOR
ghchinoy,CONTRIBUTOR,gbaned,1,CONTRIBUTOR
ghchinoy,CONTRIBUTOR,mdanatg,2,CONTRIBUTOR
jalammar,CONTRIBUTOR,andrewharp,1,CONTRIBUTOR
jalammar,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
jalammar,CONTRIBUTOR,caisq,1,CONTRIBUTOR
jalammar,CONTRIBUTOR,drpngx,7,CONTRIBUTOR
fpmchu,NONE,googlebot,2,NONE
fpmchu,NONE,martinwicke,25,MEMBER
fpmchu,NONE,zhoubinjason,1,NONE
fpmchu,NONE,samjabrahams,11,CONTRIBUTOR
fpmchu,NONE,tensorflow-jenkins,3,COLLABORATOR
fpmchu,NONE,vrv,1,CONTRIBUTOR
fpmchu,NONE,keveman,5,CONTRIBUTOR
fpmchu,NONE,girving,5,CONTRIBUTOR
fpmchu,NONE,zheng-xq,1,CONTRIBUTOR
joshburkart,NONE,googlebot,1,NONE
ppwwyyxx,CONTRIBUTOR,mrry,3,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,tensorflow-jenkins,20,COLLABORATOR
ppwwyyxx,CONTRIBUTOR,vrv,9,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,girving,1,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,zheng-xq,1,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,caisq,8,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,martinwicke,9,MEMBER
ppwwyyxx,CONTRIBUTOR,gunan,2,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,alextp,2,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,drpngx,16,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,mention-bot,2,NONE
ppwwyyxx,CONTRIBUTOR,rmlarsen,3,MEMBER
ppwwyyxx,CONTRIBUTOR,jhseu,1,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,zhangyaobit,21,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,yzhwang,5,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,yifeif,2,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,tensorflowbutler,5,MEMBER
ppwwyyxx,CONTRIBUTOR,MarkDaoust,3,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,case540,1,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,wt-huang,1,NONE
ppwwyyxx,CONTRIBUTOR,gbaned,2,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,skye,1,MEMBER
ppwwyyxx,CONTRIBUTOR,AnaRhisT94,1,NONE
ppwwyyxx,CONTRIBUTOR,rthadur,3,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,av8ramit,1,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,Harshini-Gadige,1,NONE
ppwwyyxx,CONTRIBUTOR,chsigg,6,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,CyFeng16,4,NONE
ppwwyyxx,CONTRIBUTOR,veqtor,1,NONE
ppwwyyxx,CONTRIBUTOR,andravin,3,NONE
ppwwyyxx,CONTRIBUTOR,amitsabne1,3,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,KyotoSunshine,1,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,x10000year,1,NONE
ppwwyyxx,CONTRIBUTOR,AlexWang1900,5,NONE
ppwwyyxx,CONTRIBUTOR,weixsong,1,NONE
ppwwyyxx,CONTRIBUTOR,mellanox-github,1,NONE
ppwwyyxx,CONTRIBUTOR,smit-hinsu,4,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,kazuki0824,1,NONE
ppwwyyxx,CONTRIBUTOR,samikama,2,CONTRIBUTOR
ppwwyyxx,CONTRIBUTOR,mihaimaruseac,2,COLLABORATOR
dongjoon-hyun,CONTRIBUTOR,tensorflow-jenkins,33,COLLABORATOR
dongjoon-hyun,CONTRIBUTOR,martinwicke,16,MEMBER
dongjoon-hyun,CONTRIBUTOR,zheng-xq,2,CONTRIBUTOR
dongjoon-hyun,CONTRIBUTOR,vrv,31,CONTRIBUTOR
dongjoon-hyun,CONTRIBUTOR,dsmilkov,3,MEMBER
dongjoon-hyun,CONTRIBUTOR,decentralion,4,CONTRIBUTOR
dongjoon-hyun,CONTRIBUTOR,vincentvanhoucke,1,CONTRIBUTOR
dongjoon-hyun,CONTRIBUTOR,josh11b,5,CONTRIBUTOR
dongjoon-hyun,CONTRIBUTOR,ebrevdo,2,CONTRIBUTOR
dongjoon-hyun,CONTRIBUTOR,bhack,1,CONTRIBUTOR
dongjoon-hyun,CONTRIBUTOR,girving,1,CONTRIBUTOR
dongjoon-hyun,CONTRIBUTOR,jendap,1,CONTRIBUTOR
dongjoon-hyun,CONTRIBUTOR,keveman,2,CONTRIBUTOR
dongjoon-hyun,CONTRIBUTOR,Mistobaan,1,CONTRIBUTOR
dongjoon-hyun,CONTRIBUTOR,ilblackdragon,2,CONTRIBUTOR
zackchase,CONTRIBUTOR,googlebot,2,NONE
zackchase,CONTRIBUTOR,vrv,1,CONTRIBUTOR
zackchase,CONTRIBUTOR,rafaljozefowicz,2,NONE
NathanHowell,CONTRIBUTOR,tensorflow-jenkins,3,COLLABORATOR
NathanHowell,CONTRIBUTOR,vrv,8,CONTRIBUTOR
NathanHowell,CONTRIBUTOR,benoitsteiner,1,CONTRIBUTOR
NathanHowell,CONTRIBUTOR,tetterl,1,NONE
NathanHowell,CONTRIBUTOR,gbaned,2,CONTRIBUTOR
yilinjuang,CONTRIBUTOR,googlebot,2,NONE
yilinjuang,CONTRIBUTOR,vrv,6,CONTRIBUTOR
yilinjuang,CONTRIBUTOR,tensorflow-jenkins,4,COLLABORATOR
yilinjuang,CONTRIBUTOR,martinwicke,2,MEMBER
yilinjuang,CONTRIBUTOR,maciekcc,1,NONE
jimfleming,CONTRIBUTOR,martinwicke,1,MEMBER
jimfleming,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
jimfleming,CONTRIBUTOR,vrv,2,CONTRIBUTOR
benoitsteiner,CONTRIBUTOR,googlebot,28,NONE
benoitsteiner,CONTRIBUTOR,tensorflow-jenkins,19,COLLABORATOR
benoitsteiner,CONTRIBUTOR,martinwicke,29,MEMBER
benoitsteiner,CONTRIBUTOR,vrv,54,CONTRIBUTOR
benoitsteiner,CONTRIBUTOR,peterbraden,2,NONE
benoitsteiner,CONTRIBUTOR,caisq,5,CONTRIBUTOR
benoitsteiner,CONTRIBUTOR,gunan,37,CONTRIBUTOR
benoitsteiner,CONTRIBUTOR,mention-bot,14,NONE
benoitsteiner,CONTRIBUTOR,rmlarsen,8,MEMBER
benoitsteiner,CONTRIBUTOR,lukeiwanski,11,NONE
benoitsteiner,CONTRIBUTOR,willnorris,1,NONE
benoitsteiner,CONTRIBUTOR,jart,4,CONTRIBUTOR
benoitsteiner,CONTRIBUTOR,0b01,1,NONE
benoitsteiner,CONTRIBUTOR,drpngx,6,CONTRIBUTOR
benoitsteiner,CONTRIBUTOR,terrytangyuan,3,MEMBER
benoitsteiner,CONTRIBUTOR,mrry,3,CONTRIBUTOR
benoitsteiner,CONTRIBUTOR,bhack,1,CONTRIBUTOR
benoitsteiner,CONTRIBUTOR,hfp,2,CONTRIBUTOR
benoitsteiner,CONTRIBUTOR,jhseu,1,CONTRIBUTOR
benoitsteiner,CONTRIBUTOR,cwhipkey,3,CONTRIBUTOR
benoitsteiner,CONTRIBUTOR,pelmers,1,NONE
benoitsteiner,CONTRIBUTOR,krikru,3,NONE
benoitsteiner,CONTRIBUTOR,yaroslavvb,1,CONTRIBUTOR
benoitsteiner,CONTRIBUTOR,maciekcc,1,NONE
benoitsteiner,CONTRIBUTOR,yifeif,1,CONTRIBUTOR
benoitsteiner,CONTRIBUTOR,ringw,1,MEMBER
benoitsteiner,CONTRIBUTOR,sb2nov,2,CONTRIBUTOR
eerwitt,CONTRIBUTOR,tensorflow-jenkins,12,COLLABORATOR
eerwitt,CONTRIBUTOR,martinwicke,4,MEMBER
eerwitt,CONTRIBUTOR,vrv,5,CONTRIBUTOR
eerwitt,CONTRIBUTOR,josh11b,1,CONTRIBUTOR
eerwitt,CONTRIBUTOR,caisq,1,CONTRIBUTOR
eerwitt,CONTRIBUTOR,petewarden,1,MEMBER
eerwitt,CONTRIBUTOR,mention-bot,1,NONE
eerwitt,CONTRIBUTOR,andrewharp,1,CONTRIBUTOR
ageron,CONTRIBUTOR,tensorflow-jenkins,8,COLLABORATOR
ageron,CONTRIBUTOR,googlebot,3,NONE
ageron,CONTRIBUTOR,martinwicke,8,MEMBER
ageron,CONTRIBUTOR,rbharath,5,NONE
ageron,CONTRIBUTOR,vrv,1,CONTRIBUTOR
ageron,CONTRIBUTOR,caisq,12,CONTRIBUTOR
ageron,CONTRIBUTOR,girving,15,CONTRIBUTOR
ageron,CONTRIBUTOR,shoyer,1,MEMBER
ageron,CONTRIBUTOR,decentralion,1,CONTRIBUTOR
ageron,CONTRIBUTOR,drpngx,1,CONTRIBUTOR
ageron,CONTRIBUTOR,aselle,1,MEMBER
ageron,CONTRIBUTOR,zheng-xq,1,CONTRIBUTOR
ageron,CONTRIBUTOR,alextp,3,CONTRIBUTOR
ageron,CONTRIBUTOR,rthadur,7,CONTRIBUTOR
ageron,CONTRIBUTOR,allenlavoie,1,MEMBER
ageron,CONTRIBUTOR,HossainAminur,1,NONE
ageron,CONTRIBUTOR,openerror,1,NONE
ageron,CONTRIBUTOR,fchollet,2,MEMBER
ageron,CONTRIBUTOR,tanzhenyu,1,CONTRIBUTOR
klangner,NONE,tensorflow-jenkins,2,COLLABORATOR
klangner,NONE,googlebot,2,NONE
klangner,NONE,martinwicke,4,MEMBER
klangner,NONE,Mistobaan,1,CONTRIBUTOR
danvk,CONTRIBUTOR,googlebot,2,NONE
danvk,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
jfsantos,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
jfsantos,CONTRIBUTOR,vrv,5,CONTRIBUTOR
jfsantos,CONTRIBUTOR,martinwicke,16,MEMBER
