pr_number,priorities_number,author_identity,has_labels,mergable_state,has_assignees_content,is_weekday,comment_num,review_comment_num,commit_num,file_changed_num,total_add_line,total_delete_line,label_count,workload,pre_prs,change_num,accept_num,close_num,review_num,participants_count,title_words,body_words,has_bug,has_document,has_feature,has_improve,has_refactor
1,1,0,0,2,0,1,4,1,3,2,3,3,0,4,4,4,1,4,1,4,3,3,0,0,0,0,0
2,1,1,0,2,0,1,3,1,3,2,3,4,0,4,4,4,1,4,1,4,3,2,0,0,0,0,0
3,1,1,0,2,0,1,3,1,3,2,3,2,0,4,4,4,1,4,1,4,3,3,0,0,0,0,0
4,0,2,0,0,0,1,2,1,1,3,1,4,0,4,4,4,1,4,1,0,4,3,0,0,0,0,0
5,4,1,0,0,0,1,1,1,3,2,0,2,0,4,4,4,1,4,1,0,2,3,0,0,0,0,0
6,4,1,0,2,0,1,4,1,1,2,2,2,0,4,4,4,1,4,1,4,0,3,0,0,0,0,0
7,3,1,0,2,0,1,4,1,3,3,4,3,0,4,4,4,1,4,1,4,3,3,0,0,0,0,0
8,3,1,0,0,0,1,3,1,3,1,2,2,0,4,4,4,1,4,1,4,3,0,0,0,0,0,0
9,4,0,0,2,0,1,0,1,3,2,1,2,0,4,4,4,1,4,1,0,4,3,0,0,0,0,0
10,3,1,0,0,0,1,4,1,3,2,3,3,0,4,4,4,1,4,1,4,0,2,0,0,0,0,0
11,3,0,0,0,0,1,3,1,3,1,2,2,0,4,4,4,1,4,1,0,4,3,0,0,0,0,0
12,1,0,0,2,0,1,3,0,1,0,0,1,0,4,4,4,1,4,1,0,0,0,0,0,0,0,1
13,0,1,0,1,0,1,0,0,0,0,0,0,0,4,4,4,0,4,1,0,0,0,0,0,1,0,0
14,1,1,0,2,0,1,1,1,3,4,4,4,0,4,4,3,0,4,1,0,1,3,0,0,0,0,0
15,0,0,0,2,0,1,0,0,0,0,0,2,0,4,4,4,1,4,1,0,4,3,0,0,0,0,0
16,1,0,0,2,0,1,2,0,1,1,1,1,0,4,4,4,1,4,1,0,4,0,1,0,0,0,0
17,0,0,0,2,0,1,0,0,1,0,1,1,0,4,4,4,1,4,1,0,0,1,1,0,0,0,0
18,2,0,0,2,0,0,2,1,1,0,0,1,0,4,4,4,1,4,1,0,4,3,0,0,0,0,0
19,0,0,0,2,0,1,1,1,1,2,1,1,0,4,4,4,1,4,1,0,1,3,0,0,0,0,0
20,2,1,0,2,0,1,1,0,1,0,0,0,0,4,4,4,1,4,1,0,1,0,0,0,0,0,0
21,3,2,0,2,0,1,0,1,2,1,1,3,0,3,4,4,1,4,1,0,2,1,0,0,0,0,0
22,0,0,0,2,0,1,2,1,0,1,1,1,0,3,4,4,1,4,1,0,1,3,0,0,0,0,0
23,4,0,0,2,0,1,3,1,3,4,3,2,0,3,4,3,1,4,1,0,2,2,0,0,0,0,0
24,1,0,0,2,0,1,0,0,1,1,1,3,0,4,4,3,1,4,1,0,3,3,0,0,0,0,0
